CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AOA_READING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_UNTRAINED_GPT_SCORE	ENGLISH_AOA_READING_TRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_TRAINED_GPT_SCORE	ENGLISH_AOA_TRAINED_GPT_SCORE	LINE_IN_SOURCE
3677	MONGOOSE	mongoose	10.5	11.5	9.5	10.47	10.95	10	13547
3679	GROWL	growl	7.5	7.5	4.5	6.11	6.37	5.95	9347
3681	PARTRIDGE	partridge	10.5	11.5	8.5	9.47	10	9	15274
3683	CACKLE	cackle	9.5	9.5	7.5	10	10.47	9.47	2731
3684	PECK	peck	7.5	7.5	4.5	6.11	6.33	5.89	15402
3685	HISS	hiss	6.5	7.5	4.5	6.5	7	6	9953
3687	DESERT	desert	8.5	9.5	6.5	7.11	7.37	7	5523
3688	MARSH	marsh	8.5	9.5	7.5	9	9.22	8.89	12867
3689	BUBBLE	bubble	5.5	6.5	3.5	4.11	4.37	3.89	2553
369	OWE	owe	8.5	8.5	6.5	7.11	7.37	7	15059
3695	MOVEMENT	movement	8.5	9.5	5.5	8.11	8.5	8	13715
3697	DIP	dip	5.2	6.5	3.5	5.5	6	5	5774
370	BARTER	barter	11.5	11.5	9.5	10.47	10.95	10	1547
3700	LENGTHEN	lengthen	9.5	10.5	8.5	9.11	9.5	9	12180
3701	HOLLOW	hollow	8.5	9.5	6.5	8.11	8.5	8	10001
3702	SLIPPERY	slippery	7.5	8.5	5.5	6.11	6.37	5.95	19738
3703	STICKY	sticky	6.5	7.5	4.5	5.37	5.68	4.95	20676
3704	ODOR (SMELL)	odor	8.5	9.5	6.5	7.5	7.89	7	14555
3707	BEIGE	beige	9.5	10.5	6.5	10.5	11	10	1720
3709	BRILLIANT	brilliant	9.5	10.5	8.5	9	9.22	8.89	2473
3712	RAINCOAT	raincoat	5.5	6.5	4.5	5.5	6	4.89	17121
3714	LARYNX	larynx	12.5	12.5	12.5	12.5	13	12	12017
3716	OVARY	ovary	12.5	12.5	12.5	11.5	11.89	11	14875
3717	BADGER	badger	9.5	10.5	7.5	8.47	8.95	8	1408
3719	MARMOT	groundhog	9.5	9.5	7.5	7.37	7.68	7	9328
372	POINTED	pointed	7.5	7.5	5.2	6.11	6.33	6	16014
3721	FINCH	finch	9.5	9.5	7.5	9.11	9.47	8.95	7929
3722	FLAMINGO	flamingo	8.5	8.5	6.5	7	7.22	6.89	8050
3723	NIGHTINGALE	nightingale	10.5	10.5	7.5	9.47	10	9	14130
3724	STORK	stork	7.5	8.5	5.5	7	7.22	6.89	20768
3725	AVOCADO	avocado	8.5	9.5	6.5	10.47	10.95	10	1307
3726	BROCCOLI	broccoli	7.5	8.5	5.5	6.47	6.95	5.95	2501
3727	CELERY	celery	8.5	8.5	5.5	6.5	6.89	6	3040
3729	LETTUCE	lettuce	7.5	7.5	4.5	6.22	6.61	5.89	12210
3730	APRICOT	apricot	8.5	9.5	6.5	8.47	8.95	8	930
3732	POMEGRANATE	pomegranate	11.5	12.5	8.5	10.47	10.95	10	16082
3733	FERRY	ferry	8.5	8.5	6.5	8.37	8.68	8	7819
3734	CHIMPANZEE	chimp	8.5	8.5	6.5	7.47	7.95	7	3299
3737	BAREFOOT	barefooted	8.5	9.5	5.5	6.5	7	6	1514
374	ONE TIME	once	6.5	7.5	4.5	6.11	6.22	5.89	14620
3740	WHIRLWIND	whirlwind	9.5	10.5	8.5	8.68	9	8.47	24617
3743	BRASS	brass	8.5	8.5	6.5	8.68	8.95	8.47	2375
3744	INTERPRETER	interpreter	10.5	11.5	8.5	10.47	10.95	10	11354
3746	VASE	vase	8.5	8.5	5.5	6.5	7	6	24015
3747	SHAPE	shape	5.5	6.5	4.5	5.11	5.22	5	19183
375	SNIFF	sniff	6.5	7.5	3.5	6	6.11	5	19889
3750	KHAKI	khaki	9.5	10.5	8.5	9.47	10	9	11810
3752	LILAC	lilac	10.5	10.5	7.5	9.68	10	9.47	12299
3753	MAGENTA	magenta	9.5	9.5	8.5	10	10.22	9.89	12665
3754	TRANSPARENT	transparent	10.5	10.5	8.5	8.11	8.5	8	22368
3755	MOUNTAINOUS	mountainous	10.5	10.5	8.5	9.11	9.67	9	13691
3756	FLORAL	floral	10.5	10.5	8.5	9	9.22	8.89	8169
3757	MUGGY	muggy	10.5	10.5	8.5	9.47	9.68	9	13740
3758	WINDY	windy	6.5	7.5	4.5	6.11	6.22	5.89	24743
3759	FOGGY	foggy	7.5	7.5	5.5	7	7.11	6.53	8231
376	FRAGRANT	fragrant	9.5	10.5	7.5	9.11	9.47	9	8461
3760	THUNDERY	thunderbolt	8.5	9.5	6.5	7.47	7.95	7	21975
3761	EMOTIONAL	emotional	9.5	10.5	7.5	9.11	9.47	8.95	6828
3762	SAFE	safe	6.5	7.5	4.5	5.11	5.33	4.89	18480
377	LOUD	loud	5.5	6.5	3.5	5.11	5.22	4.89	12529
3777	CATFISH	catfish	8.5	8.5	7.5	7.37	7.68	7	2999
378	PINCH	pinch	6.5	7.5	4.5	5.5	6	5	15789
3780	PET	pet	5	5	3.5	4.89	5	3.89	15633
379	BLUNT	dull	7.5	7.5	5.2	7.11	7.37	6.95	6477
3796	ALBATROSS	albatross	10.5	11.5	9.5	11.5	12	11	502
3797	OSTRICH	ostrich	8.5	9.5	6.5	7.37	7.95	7	14780
3798	STINGER	stinger	8.5	9.5	8.5	7.11	7.5	7	20699
3799	FISHBONE	fishbone	8.5	8.5	7.5	7	7.22	6.89	7985
38	SPREAD OUT	spread	7.5	8.5	4.5	6.5	6.7	6	20376
380	WRINKLED	wrinkled	9.5	10.5	7.5	7.11	7.47	7	24965
3800	IVORY	ivory	9.5	10.5	7.5	8.68	8.95	8.47	11586
3801	DATE (FRUIT)	date	7.5	7.5	5.5	7	7.11	6.89	5070
3802	FERN	fern	8.5	8.5	6.5	7.68	7.95	7.47	7813
3803	RASPBERRY	raspberry	8.5	9.5	5.5	7.22	7.67	6.89	17189
3804	GRAPEFRUIT OR POMELO	grapefruit	8.5	9.5	6.5	7.5	7.89	7	9193
3807	EYEBALL	eyeball	7.5	8.5	5.2	5.5	6	5	7539
3808	JUNGLE	jungle	7.5	8.5	6.5	6.11	6.37	6	11758
3809	SCREAM (PRODUCE A CRY)	scream	7.5	8.5	4.5	6.11	6.37	5.95	18791
381	BLAME	blame	7.5	8.5	5.2	7	7.11	6.53	1968
3812	COWARDLY	cowardly	9.5	10.5	7.5	9.47	9.95	9	4614
3813	DISOBEDIENT	disobedient	8.5	10.5	5.5	8	8.37	7.89	6006
3814	HANDSOME	handsome	8.5	9.5	6.5	7.11	7.47	6.95	9570
3815	ALMOND	almond	10.5	10.5	7.5	8.47	8.95	8	560
382	GOVERN	govern	10.5	11.5	8.5	9.11	9.33	9	9122
3821	BROOK	brook	9.5	9.5	7.5	8.47	8.95	8	2519
383	MASTER	master	8.5	9.5	6.5	7.11	7.33	7	12902
3840	CRANBERRY	cranberry	9.5	9.5	7.5	7.11	7.44	7	4654
3841	WINDMILL	windmill	7.5	8.5	6.5	7.11	7.5	7	24730
3843	BUT	but	4.5	5	2.5	5.11	5.22	4.89	2683
3844	CONTEMPT	contempt	12.5	12.5	9.5	12.11	12.47	12	4279
3845	DISAPPOINTMENT	disappointment	9.5	10.5	7.5	8.11	8.47	7.89	5819
3846	EXCITEMENT	excitement	7.5	9.5	5.8	7.11	7.47	6.95	7288
3848	SURPRISE (FEELING)	surprise	7.5	8.5	4.5	6.11	6.37	5.95	21269
3849	TRIUMPH	triumph	10.5	11.5	8.5	10.47	10.95	10	22501
385	RESPECT (SOMEBODY)	respect	9.5	9.5	6.5	7.11	7.37	6.95	17940
3854	SADNESS	sadness	7.5	8.5	5.2	5.5	6	5	18478
3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)	itch	6.5	7.5	4.5	5.37	5.68	4.89	11573
3857	EGGSHELL	eggshell	8.5	8.5	5.2	5.5	6	5	6663
3858	CONFUSED	confused	8.5	9.5	5.5	7.11	7.47	6.95	4110
3859	MIDWIFE	midwife	11.5	11.5	8.5	11.47	11.95	11	13253
3860	POSSESSIONS	belongings	8.5	9.5	6.5	8.5	8.89	8	1743
3861	FAIL	fail	8.5	8.5	5.5	6.11	6.22	5.89	7598
3866	ABORTION	abortion	14.5	15.5	12.5	12.5	12.8	12	38
3867	ALCOHOLIC (PERSON)	alcoholic	12.5	12.5	10.5	11	11.22	10.89	508
3869	ANXIOUS	anxious	10.5	10.5	8.5	10	10.47	9.89	828
387	SLING	sling	8.5	8.5	6.5	7.68	7.95	7.47	19728
3870	RUSTY	rusty	8.5	8.5	6.5	7.11	7.33	7	18446
3871	MURDERER	assassin	12.5	12.5	10.5	10.47	10.95	10	1086
3873	CHOCOLATE	chocolate	6.5	7.5	4.5	5	5.5	4	3329
3874	KNOWLEDGE	knowledge	9.5	10.5	6.5	8.11	8.47	7.89	11906
3875	CRIMINAL	criminal	10.5	11.5	8.5	8.11	8.37	7.89	4738
3876	DENTIST	dentist	7.5	7.5	6.5	5.5	6	5	5434
3877	DEPRESSION	depression	12.5	11.5	10.5	10.95	11.16	10.47	5488
3878	DIAMOND	diamond	8.5	9.5	6.5	6.11	6.22	6	5678
3879	IMAGINE	imagine	8.5	9.5	5.5	6.95	7.11	6.53	10478
388	FISHNET	fishnet	9.5	9.5	8.5	8.37	8.68	8	7995
3881	PISTOL	pistol	9.5	9.5	7.5	8.47	8.95	8	15828
3882	ROSE	rose	6.5	6.5	5.2	5.5	6	5	18331
3883	NOISY	noisy	5.5	7.5	4.5	6.37	6.68	5.95	14182
3885	IMPATIENT	impatient	9.5	10.5	6.5	8.47	8.95	8	10539
3886	TARANTULA	tarantula	10.5	10.5	8.5	9.11	9.67	8.89	21576
3887	NOBODY	nobody	7.5	7.5	4.5	5.5	6	5	14170
3888	SKUNK	skunk	7.5	7.5	6.5	6.37	6.68	5.95	19633
3892	ACQUIRE (SOMETHING)	acquire	10.5	11.5	8.5	10.47	10.95	10	182
3893	AFFORD	afford	9.5	10.5	7.5	8.37	8.68	8	381
3894	ATTACH	attach	8.5	9.5	5.5	7.68	7.95	7.37	1184
3895	DETECT	detect	9.5	9.5	7.5	9.11	9.5	9	5588
3896	ROAR	roar	5.5	6.5	4.5	6.11	6.33	5.89	18256
3897	NATURE	nature	8.5	9.5	6.5	7.11	7.37	6.95	13944
39	KEEN	keen	9.5	9.5	7.5	10.47	10.95	10	11786
390	PUNISHMENT	punishment	8.5	9.5	5.5	6	6.5	5	16885
3902	TRUST (SOMEBODY)	trust	7.5	8.5	5.2	6.5	6.7	6	22552
3903	SYMPATHIZE	sympathize	10.5	11.5	8.5	10.47	10.95	10	21430
3904	ENCOUNTER (MEET)	encounter	9.5	10.5	8.5	10.11	10.47	9.89	6886
391	BLESS	bless	8.5	8.5	5.2	6.37	6.68	5.95	2016
3914	TURQUOISE	turquoise	9.5	10.5	7.5	9.47	10	9	22625
3915	PRIDE	pride	8.5	9.5	6.5	7.11	7.22	7	16489
3916	PLEASURE	pleasure	8.5	9.5	6.5	8.5	8.89	8	15942
3917	DEVIL	devil	8.5	8.5	5.5	6.5	6.89	6	5635
392	MAGIC	magic	6.5	7.5	5.5	5.5	6	5	12667
3929	BRAZILIAN CEDAR	cedar	10.5	10.5	8.5	9.47	9.95	9	3033
393	CIRCUMCISION	circumcision	14.5	14.5	12.5	12.5	13	12	3413
3947	HONEYCOMB	honeycomb	9.5	10.5	7.5	8.37	8.68	8	10058
3948	SHOTGUN	shotgun	9.5	10.5	7.5	8.11	8.47	7.89	19339
395	PILL	pill	7.5	7.5	5.5	6.37	6.68	5.89	15775
3951	PANDA	panda	7.5	7.5	5.2	7	7.11	6.89	15157
3952	REFRIGERATOR	refrigerator	9.5	10.5	5.5	6.5	7	5.89	17539
3953	CHARITY	charity	9.5	10.5	7.5	8.37	8.68	8	3171
3954	FRIENDSHIP	friendship	8.5	9.5	5.5	6.11	6.33	5.89	8551
3955	HOSTILITY	hostility	11.5	12.5	9.5	11.5	12	11	10149
3956	DISPUTE	dispute	10.5	10.5	8.5	10.5	11	10	6058
3957	SYSTEM	system	9.5	9.5	8.5	9.11	9.5	9	21467
3958	SOCIETY	society	11.5	11.5	8.5	10	10.22	9.89	19973
3959	RELATIONSHIP	relationship	10.5	11.5	6.5	9.11	9.5	9	17661
3960	IDENTITY	identity	11.5	11.5	10.5	10	10.22	9.89	10417
3961	TEAM	team	7.5	7	5.5	6.11	6.22	5.89	21633
3962	DISCIPLINE	discipline	10.5	11.5	8.5	8	8.47	7.47	5852
3963	SCENERY	scenery	9.5	10.5	7.5	8.68	8.95	8.47	18691
3964	SPLENDOR	splendor	10.5	11.5	9.5	10.47	11	10	20310
3965	TRAUMA	trauma	12.5	12.5	12.5	11.47	11.95	11	22399
3966	CONCEPT	concept	11.5	11.5	10.5	10.47	10.95	10	3995
3967	CONTENT	content	9.5	10.5	7.5	8.11	8.37	8	4285
3968	EFFECT	effect	10.5	11.5	8.5	9.11	9.5	9	6644
3969	RESULT	result	8.5	9.5	6.5	8.11	8.22	8	17997
3970	PROCESS	process	9.5	10.5	7.5	9.11	9.44	9	16560
3971	METHOD	method	9.5	10.5	8.5	10	10.22	9.89	13176
3972	EXCITED	excited	7.5	8.5	4.5	6.11	6.47	5.95	7286
3973	DEPRESSED	depressed	11.5	11.5	8.5	10.47	10.95	10	5485
3974	UNHAPPY	unhappy	7.5	7.5	5.2	6.11	6.33	5.89	23277
3975	NERVOUS	nervous	8.5	9.5	5.8	7.95	8.11	7.47	14027
3976	EXPLODE	explode	9.5	9.5	7.5	7.5	8	7	7425
3977	SHINY	shiny	6.5	6.5	4.5	5.5	6	5	19267
3978	COMPANION	companion	9.5	10.5	7.5	9	9.22	8.89	3865
3979	TADPOLE	tadpole	7.5	7.5	5.2	7.11	7.5	7	21505
398	PIERCE	pierce	9.5	10.5	7.5	8.37	8.68	8	15750
3982	BREEZE	breeze	7.5	8.5	5.5	7.11	7.33	7	2436
3984	THESE (PLURAL OF THIS)	these	6.5	7	3.5	6.11	6.22	5.89	21866
3985	THOSE (PLURAL OF THAT)	those	6.2	7.2	3.5	6.11	6.33	5.89	21908
3986	COLLAPSE	collapse	9.5	10.5	7.5	8.5	9	8	3714
3987	HOARSE	hoarse	10.5	10.5	7.5	9.47	10	9	9974
3988	PLATEAU	plateau	11.5	11.5	12.5	11.47	11.95	11	15889
3990	LAWN	lawn	7.5	7.5	5.5	6.22	6.44	5.89	12071
3991	TORTILLA	tortilla	10.5	10.5	8.5	8.47	8.95	8	22189
3992	SARDINE	sardine	9.5	9.5	6.5	8.47	8.95	8	18580
3993	JINGLE (INSTRUMENT)	jingle	7.5	7.5	5.5	7	7.22	6.89	11669
3994	PIANO (INSTRUMENT)	piano	7.5	7.5	5.5	6.11	6.37	5.95	15728
3997	ARTICHOKE	artichoke	10.5	10.5	8.5	9.47	10	9	1037
4	COURTYARD	courtyard	9.5	10.5	8.5	10	10.22	9.89	4595
40	ENVY	envy	9.5	9.5	6.5	9.11	9.44	9	7053
4000	LIGHTBULB	lightbulb	7.5	8.5	5.5	6.37	6.68	5.95	12274
4003	PLIERS	pliers	9.5	9.5	7.5	8.47	8.95	8	15950
4005	SUITCASE	suitcase	6.5	7.5	4.5	7.11	7.37	6.89	21119
4006	ROBOT	robot	7.5	7.5	8.5	7.11	7.33	7	18268
4007	WALRUS	walrus	8.5	9.5	7.5	7.11	7.47	6.95	24328
4008	SANDWICH	sandwich	6.5	7.5	5	5.11	5.37	4.89	18561
4010	TOASTER	toaster	6.5	7.5	5.5	6	6.11	5	22094
4011	TRUCK	truck	5.2	5.5	3.5	4.5	5	4	22536
4012	TELESCOPE	telescope	9.5	9.5	8.5	8.11	8.47	8	21699
4013	AMBULANCE	ambulance	7.5	8.5	5.5	6.37	6.89	5.95	623
4014	MICROPHONE	microphone	9.5	10.5	6.5	7.5	8	7	13213
4015	PIRATE	pirate	7.5	7.5	6.5	6.11	6.37	5.89	15824
4016	MICROSCOPE	microscope	10.5	10.5	10.5	9.11	9.44	9	13217
4017	JELLYFISH	jellyfish	7.5	7.5	5.5	6.5	6.89	6	11647
4018	BLOUSE	blouse	8.5	8.5	6.5	7.5	7.89	7	2100
4019	CIGAR	cigar	12.5	11.5	8.5	9	9.22	8.89	3392
402	SURPASS	surpass	12.5	12.5	12.5	10.5	11	10	21266
4020	CLOWN	clown	5.5	6.5	4.5	5.11	5.33	4.89	3587
4021	DINOSAUR	dinosaur	6.5	7.5	5.5	5.5	6	5	5772
4022	SUBMARINE	submarine	8.5	9.5	7.5	7.5	7.89	7	20993
4023	VIOLIN	violin	8.5	8.5	6.5	7.11	7.5	7	24174
4024	SAXOPHONE	saxophone	10.5	10.5	8.5	8.37	8.95	8	18630
4025	LANTERN	lantern	7.5	8.5	6.5	7.11	7.5	7	12001
4026	SAILBOAT	sailboat	7.5	7.5	5.2	6.5	6.89	6	18494
4027	BATHTUB	bathtub	5.5	6.5	4.5	5	5.11	4	1579
4028	ASHTRAY	ashtray	9.5	9.5	8.5	7.37	7.95	7	1068
4030	DOORKNOB	doorknob	7.5	8.5	5.2	6	6.5	5	6256
4033	ELEVATOR	elevator	7.5	8.5	5.5	6.5	6.7	6	6746
4035	SWEATER	sweater	6.5	7.5	4.5	6.11	6.22	5.89	21341
404	ALCOHOL (FERMENTED DRINK)	alcohol	12.5	12.5	7.5	10.11	10.5	9.89	507
41	IGNORE	ignore	9.5	9.5	6.5	7.37	7.68	6.95	10440
410	YAM	yam	7.5	7.5	5.5	7.47	7.68	7	24992
419	SEVERE	severe	10.5	11.5	8.5	9.5	10	9	19116
42	STINKING	stinky	6.5	6.5	4.5	5.11	5.22	4.89	20707
420	FOREST	forest	7.5	8.5	5.2	7	7.11	6.89	8337
421	RETREAT	retreat	9.5	10.5	8.5	9.11	9.33	9	18046
425	BE LATE	delayed	8.5	9.5	6.5	8.11	8.5	8	5339
43	LEAD (GUIDE)	lead	8.5	9.5	5.5	7.11	7.22	7	12089
430	TWIST	twist	6.5	7.5	5.2	6.11	6.33	5.89	22663
44	INJURE	injure	8.5	9.5	6.5	7.5	7.89	7	11080
442	FRONT TOOTH (INCISOR)	incisor	9.5	10.5	8.5	10.47	10.95	10	10722
446	LOWER ARM	forearm	8.5	9.5	6.5	8.89	9	8.47	8307
449	CORN FIELD	cornfield	8.5	9.5	7.5	7.11	7.33	7	4448
45	EVIL	evil	9.5	9.5	5.5	6.11	6.33	6	7229
459	SNAP (OF STICK)	snap	6.5	6.5	4.5	6.11	6.22	5.89	19862
467	CRAYFISH	crayfish	9.5	9.5	8.5	8.47	8.95	8	4677
470	POSSUM	possum	8.5	9.5	6.5	7.47	7.95	7	16168
471	UPPER LEG (THIGH)	thigh	9.5	9.5	5.5	7.5	7.89	7	21880
472	PELICAN	pelican	8.5	9.5	7.5	7.47	7.95	7	15442
474	DRESS	dress	5.2	6.5	3.5	4.5	5	4	6379
476	CUP	cup	3.5	4.5	2.5	4.11	4.22	3.89	4905
477	LATE	late	6.5	6.5	4.5	5.5	5.5	5	12027
478	LIP	lip	5	5	3.5	4.5	5	4	12352
479	GROW	grow	5.5	6.5	3.5	5.11	5.22	4.89	9344
48	BE SILENT	silent	7.5	8.5	5.2	6.67	7	6.53	19467
480	PLATE	plate	4.5	6.5	3.5	4.5	4.5	4	15888
481	DISH	dish	5.2	6.5	3.5	4.5	5	4	5950
482	NOBLE	noble	10.5	10.5	8.5	10	10.22	9.89	14167
483	COMPOUND	compound	10.5	10.5	8.5	10.47	10.95	10	3941
484	CONDEMN	condemn	11.5	12.5	9.5	11.5	12	11	4030
485	DISAPPEAR	disappear	7.5	8.5	5.5	7.11	7.37	6.95	5811
486	MINISTER	minister	11.5	11.5	8.5	9.11	9.47	8.95	13340
487	SHY	shy	6.5	6.5	4.5	6.11	6.37	5.95	19408
488	MANNER	manner	8.5	9.5	6.5	8	8.21	7.47	12796
489	KIDNEY	kidney	11.5	10.5	7.5	8.37	8.68	8	11825
49	REFUSE	refuse	8.5	9.5	6.5	8.5	8.89	8	17550
490	DESCENDANTS	descendant	11.5	12.5	9.5	10.47	10.95	10	5510
491	CENTER	center	7.5	8.5	5.5	6.68	6.95	6.53	3064
492	THREE	three	4.5	5	3	4.11	4.22	3.89	21929
493	FIVE	five	4.5	5	3.5	4	4	4	8010
494	FLIRT	flirt	11.5	11.5	12.5	10.47	10.89	10	8141
495	REVENGE	revenge	10.5	11.5	8.5	9	9.47	8.47	18077
496	CUCUMBER	cucumber	7.5	8.5	5.2	7	7.5	6.5	4878
497	SCAR	scar	7.5	7.5	5.2	6.11	6.37	5.95	18663
499	CURE	cure	9.5	9.5	7.5	7.11	7.33	7	4920
5	GAZELLE	gazelle	10.5	10.5	8.5	9.89	10.16	9.47	8794
500	CRUEL	cruel	9.5	9.5	6.5	8.11	8.37	7.89	4825
501	LIFT	lift	5.5	6.5	3.5	5.5	6	5	12269
502	NAIL (TOOL)	nail	6.5	6.5	4.5	5.5	5.5	5	13884
503	FROG	frog	5.2	5.5	4.5	5.11	5.22	4.89	8576
504	LEARN	learn	6.5	6.5	3.5	5.11	5.22	4.89	12111
506	MAIZE	corn	6.5	6.5	4.5	5.11	5.22	4.89	4442
507	MELON	melon	6.5	7.5	4.5	6.11	6.37	5.95	13067
508	PERIOD	period	9.5	9.5	6.5	8.11	8.22	8	15530
509	CERTAIN	certain	8.5	9.5	6.5	8.11	8.5	8	3094
51	SORE	sore	7.5	8.5	5.2	6.11	6.33	5.95	20074
518	SPARK	spark	7.5	7.5	5.5	7	7.22	6.89	20154
519	SPOT	spot	5	5.5	3.5	5.11	5.22	4.89	20360
52	SHIVER	shiver	8.5	8.5	5.5	7.5	7.89	7	19284
522	WOLF	wolf	7.5	7.5	5.2	6.11	6.37	5.95	24823
523	BACK OF HEAD	rear	8.5	8.5	5.5	7.11	7.37	6.89	17284
526	HOWL	howl	7.5	8.5	5.5	6.11	6.33	6	10191
528	DREADFUL	dreadful	9.5	9.5	7.5	8.68	8.95	8.47	6358
53	SPIRIT	spirit	9.5	10.5	6.5	7.11	7.5	7	20280
530	FRECKLE	freckle	8.5	8.5	6.5	6.5	7	6	8496
533	GLUTTON	glutton	11.5	11.5	10.5	11.47	11.95	11	9029
534	HUMP	hump	6.5	7.5	5.5	7	7.11	6.89	10250
535	INFLATED	inflated	9.5	10.5	8.5	9.11	9.5	9	10990
539	NEST	nest	5.2	6.5	4.5	5.5	5.89	5	14030
54	SHRINK	shrink	8.5	9.5	6.5	7.11	7.33	7	19379
540	PALATE	palate	11.5	11.5	8.5	11.47	11.95	11	15137
541	POETRY	poetry	9.5	10.5	8.5	7.11	7.44	7	16011
543	SHUTTLE	shuttle	9.5	9.5	7.5	9.47	9.95	9	19407
544	SPICY	spicy	8.5	8.5	5.5	6.37	6.68	5.95	20255
545	SPRUCE	spruce	10.5	10.5	8.5	9.47	9.95	9	20395
547	SURFACE	surface	8.5	9.5	6.5	8.11	8.37	8	21251
549	COPULATE	copulate							4425
55	WHISPER	whisper	7.5	8.5	5.2	6.22	6.47	5.95	24625
550	DILUTE	dilute	10.5	11.5	9.5	10.47	10.95	10	5747
554	HINDER	hinder	10.5	10.5	8.5	10.47	10.95	10	9936
555	INFRINGE	infringe	14.5	14.5	14.5	13.5	14	13	11021
557	OFFEND	offend	10.5	11.5	8.5	8.47	8.95	8	14562
56	BAD LUCK	misfortune	10.5	11.5	8.5	10.11	10.47	10	13392
568	RISE (MOVE UPWARDS)	rise	7.5	7.5	4.5	6.89	7	6.53	18217
569	SPOIL (BECOME SPOILED)	rot	8.5	7.5	6.5	7.11	7.22	7	18338
57	ATOP	upon	7.5	8.5	6.5	8.11	8.47	7.89	23858
571	STING	sting	7.5	7.5	5.5	6.37	6.68	5.95	20698
573	SWAY	sway	8.5	8.5	6.5	8.47	8.95	8	21335
575	TREAD	tread	9.5	9.5	7.5	9.47	9.95	9	22416
576	DANDRUFF	dandruff	10.5	10.5	8.5	10.47	10.95	10	5033
577	FOREFINGER	forefinger	9.5	10.5	6.5	8.5	9	8	8315
578	KISS	kiss	5.5	6.5	3.5	5.11	5.22	4.89	11857
579	BATTLE	battle	9.5	9.5	7.5	7.11	7.37	6.95	1590
58	LIQUID	liquid	7.5	8.5	5.5	7.11	7.44	7	12357
580	FUR	fur	6.5	6.5	4.5	5.5	6	5	8667
581	COME BACK	return	8.5	9.5	5.2	7.11	7.37	7	18061
582	LEND	lend	7.5	8.5	5.5	7	7.11	6.53	12177
584	DIFFICULT	difficult	8.5	9.5	6.5	7.5	8	7	5708
585	BOOT	boot	5.5	6.5	3.5	5.37	5.68	4.89	2244
586	GARDEN	garden	6.5	6.5	4.5	5.5	5.67	5	8746
587	ANT	ant	5	5	4.5	5.11	5.22	4.89	768
588	BROKEN	broken	7.5	7.5	4.5	5.11	5.37	4.89	2507
589	CLOSED	closed	6.5	7.5	4.5	5.11	5.22	4.89	3567
59	ELECTRICITY	electricity	9.5	9.5	8.5	7	7.22	6.89	6714
590	NAKED	naked	8.5	8.5	5.5	5.5	6	5	13888
592	PISS	urinate	8.5	10.5	5.5	9	9.33	8.89	23907
593	POTATO	potato	6.5	6.5	3.5	5.11	5.37	4.89	16201
594	PIECE	piece	7.5	8.5	4.5	6.11	6.22	5.89	15748
595	GROUNDNUT (PEANUT)	peanut	6.5	7.5	4.5	5.11	5.33	4.89	15393
596	POSTAGE STAMP	stamp	6.5	6.5	5.2	6.11	6.22	5.89	20503
597	PHYSICIAN	doctor	6.5	6.5	4.5	5.11	5.33	4.89	6194
598	SHELL	shell	6.5	6.5	4.5	6	6.11	5.53	19234
6	EARTHQUAKE	earthquake	9.5	10.5	7.5	7.11	7.33	7	6567
60	OAT	oats	6.5	6.5	4.5	7	7.11	6.89	14448
600	STRANGE	strange	7.5	8.5	5.5	7.11	7.37	6.95	20801
602	HIDE (CONCEAL)	conceal	10.5	11.5	8.5	10	10.37	9.89	3979
603	COAT	coat	5	5.5	3.5	5.11	5.22	4.89	3626
604	GLASS	glass	5.5	6.5	3.5	5.11	5.22	4.89	8959
605	GRAIN	grain	7.5	8.5	5.2	8	8.11	7.89	9161
606	GRASS	grass	5	6.5	3.5	4.5	5	4	9205
607	GRASSHOPPER	grasshopper	7.5	8.5	5.5	6.37	6.89	5.95	9206
608	GULF	gulf	9.5	9.5	8.5	9.11	9.33	9	9406
609	HAIL	hail	8.5	8.5	6.5	7.11	7.33	7	9475
610	PORT	port	9.5	9.5	7.5	9.11	9.33	9	16132
611	HARVEST	crop	7.5	7.5	5.2	7.11	7.33	6.95	4780
612	HEAT	heat	7.5	7.5	4.5	5.5	5.5	5	9766
613	HIGH TIDE	flood	8.5	9.5	5.5	7	7.22	6.89	8155
614	HILL	hill	5.2	6.5	4.5	5.11	5.22	4.89	9929
615	HORSE	horse	5.5	6.5	3.5	5.11	5.33	4.89	10121
616	HOSPITAL	hospital	7.5	7.5	5.2	5.5	6	5	10140
617	ICE	ice	5.2	6.5	3.5	4.89	5	4	10387
619	ANIMAL	animal	5.2	6.5	3.5	4.5	5	4	731
620	INSECT	insect	7.5	7.5	6.5	6.11	6.33	6	11133
621	IRON	iron	7.5	8.5	5.5	7.11	7.5	7	11503
622	ISLAND	island	8.5	9.5	6.2	7.11	7.47	7	11555
623	LAGOON	lagoon	10.5	10.5	8.5	10.47	10.95	10	11954
624	LAKE	lake	6.5	6.5	5.2	6.11	6.22	5.95	11957
625	LAMP	lamp	5.5	5.5	3.5	5.11	5.22	4.89	11972
626	LAND	land	6.5	6.5	4.5	5.5	5.5	5	11977
