CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_FREQUENCY	CHINESE_FREQUENCY_LOG	CHINESE_FREQUENCY_PM	CHINESE_CD	CHINESE_CD_LOG	CHINESE_CD_PERCENTAGE	LINE_IN_SOURCE
946	BLOOD	血	4749.0	3.6766	141.56	1944.0	3.2887	31.14	679
947	STREAM	溪	133.0	2.1239	3.96	75.0	1.8751	1.2	9666
948	WATER	水	7581.0	3.8797	225.98	3094.0	3.4905	49.56	443
952	WEATHER	天气	1260.0	3.1004	37.56	810.0	2.9085	12.97	2014
954	WELL	井	478.0	2.6794	14.25	165.0	2.2175	2.64	4177
956	FLEE	逃	2759.0	3.4408	82.24	1597.0	3.2033	25.58	1086
958	WILD ANIMAL	野兽	509.0	2.7067	15.17	310.0	2.4914	4.97	4011
96	CRAWL	爬行	54.0	1.7324	1.61	38.0	1.5798	0.61	16323
960	WIND	风	1824.0	3.261	54.37	1143.0	3.058	18.31	1507
962	WOMAN	女子	706.0	2.8488	21.05	491.0	2.6911	7.86	3112
963	BOOK	书本	90.0	1.9542	2.68	76.0	1.8808	1.22	12176
965	WORLD	世界	11721.0	4.069	349.4	4044.0	3.6068	64.78	301
967	YEAST	发酵	23.0	1.3617	0.69	23.0	1.3617	0.37	24985
969	CIGARETTE	香烟	441.0	2.6444	13.15	290.0	2.4624	4.65	4419
971	MUST	得	105189.0	5.022	3135.62	6215.0	3.7934	99.55	49
972	BE ABLE	能够	5483.0	3.739	163.44	2454.0	3.3899	39.31	601
973	NOODLE	面条	295.0	2.4698	8.79	170.0	2.2304	2.72	5811
975	SPINACH	菠菜	62.0	1.7924	1.85	46.0	1.6628	0.74	15049
977	ARROW	箭	389.0	2.5899	11.6	187.0	2.2718	3.0	4820
978	WAVE	波浪	79.0	1.8976	2.35	57.0	1.7559	0.91	13097
979	FARMER	农	80.0	1.9031	2.38	48.0	1.6812	0.77	13039
98	ALL	大家	17458.0	4.242	520.41	4580.0	3.6609	73.36	228
980	HEEL	脚跟	52.0	1.716	1.55	42.0	1.6232	0.67	16643
981	ELBOW	肘	51.0	1.7076	1.52	43.0	1.6335	0.69	16879
984	WORK (LABOUR)	工	1095.0	3.0394	32.64	687.0	2.837	11.0	2246
985	VINEGAR	醋	143.0	2.1553	4.26	108.0	2.0334	1.73	9239
986	TOMATO	西红柿	93.0	1.9685	2.77	62.0	1.7924	0.99	11972
987	REMAIN	留下	4720.0	3.6739	140.7	2787.0	3.4451	44.64	680
989	CLEAR	清楚	9836.0	3.9928	293.2	4193.0	3.6225	67.16	367
99	HUNCHBACK	驼子	3.0	0.4771	0.09	2.0	0.301	0.03	56144
991	FRY	炸	1687.0	3.2271	50.29	950.0	2.9777	15.22	1619
992	CLIFF	崖	54.0	1.7324	1.61	46.0	1.6628	0.74	16249
994	BOW	弓	125.0	2.0969	3.73	87.0	1.9395	1.39	10060
996	DEAF	聋	253.0	2.4031	7.54	187.0	2.2718	3.0	6459
998	PUT	放	19099.0	4.281	569.33	5341.0	3.7276	85.55	216
999	JOINT	骨节	1.0	0.0	0.03	1.0	0.0	0.02	89146
