ID,ENG 1,ENG 2,PoS,ARA 1,ARA 2,CMN 1,CMN 2,CYM 1,CYM 2,EST 1,EST 2,FIN 1,FIN 2,FRA 1,FRA 2,HEB 1,HEB 2,POL 1,POL 2,RUS 1,RUS 2,SPA 1,SPA 2,SWA 1,SWA 2,YUE 1,YUE 2,scores 1,scores 2,translation 1,translation 2
454,rule,convention,nouns,قاعدة,مؤتمر,规则,惯例,rheol,confensiwn,reegel,tava,sääntö,sopivuussäännöt,règle,usage,חוק,מוסכמה,zasada,konwencja,правило,конвенция,regla,convención,kusanyiko,tawala,規則,慣例,rule,convention,rule,convention
455,sucrose,carbohydrate,nouns,سكر القصب,سكريّات,蔗糖,糖类,swcros,carbohydrad,sahharoos,süsivesik,sakkaroosi,hiilihydraatti,saccharose,glucide,סוכרוז,פחמימה,sacharoza,węglowodan,сахароза,углевод,sacarosa,carbohidrato,wanga,sukrosi,蔗糖,醣類,sucrose,carbohydrate,sucrose,carbohydrate
456,sunset,evening,nouns,غروب الشمس,مساء,日落,傍晚,machlud haul,noswaith,päikeseloojang,õhtu,auringonlasku,ilta,coucher de soleil,soir,שקיעה,ערב,zachód słońca,wieczór,закат,вечер,puesta de sol,noche,machweo,jioni,日落,傍晚,sunset,evening,sunset,evening
457,trial,verdict,nouns,محاكمة,حكم,审判,判决书,prawf,dyfarniad,kohtumenetlus,kohtuotsus,oikeudenkäynti,tuomio,procès,jugement,משפט,פסיקה,rozprawa,werdykt,разбирательство,вердикт,juicio,veredicto,kesi,wamuzi,審判,判決書,trial,verdict,trial,verdict
458,honor,esteem,nouns,شرف,تقدير,荣誉,敬重,anrhydedd,parch,au,austus,kunnia,kunnioitus,honneur,estime,כבוד,הערכה,honor,poważanie,честь,почтение,honor,estima,pongezi,heshima,榮譽,敬重,honor,esteem,honor,esteem
459,plane,airport,nouns,طائرة,مطار,飞机,机场,awyren,maes awyr,lennuk,lennujaam,lentokone,lentokenttä,avion,aéroport,מטוס,שדה תעופה,samolot,lotnisko,самолет,аэропорт,avión,aeropuerto,ndege,uwanja wa ndege,飛機,機場,plane,airport,plane,airport
460,blizzard,rain,nouns,عاصفة ثلجية,مطر,暴风雪,雨,lluwchwynt,glaw,lumetorm,vihm,lumimyrsky,sade,blizzard,pluie,סופת שלגים,גשם,zamieć,deszcz,метель,дождь,tormenta de nieve,lluvia,mvua,theluji kali,暴風雪,雨,blizzard,rain,blizzard,rain
461,bankruptcy,failure,nouns,إفلاس,فشل,破产,失败,methdaliad,methiant,pankrot,läbikukkumine,konkurssi,epäonnistuminen,faillite,échec,פשיטת רגל,כישלון,bankructwo,porażka,банкротство,провал,bancarrota,fracaso,ukosefu,kufilisika,破產,失敗,bankruptcy,failure,bankruptcy,failure
462,box,booth,nouns,صندوق,كشك,盒子,小亭,blwch,stondin,kast,putka,laatikko,koju,boîte,cabine,תיבה,תא,pudełko,budka,кабинка,будка,caja,cabina,sanduku,kibanda,盒子,小亭,box,booth,box,booth
463,task,woman,nouns,مهمة,امرأة,任务,女人,tasg,menyw,ülesanne,naine,tehtävä,nainen,tâche,femme,משימה,אישה,zadanie,kobieta,задача,женщина,tarea,mujer,jukumu,mwanamke,任務,女人,task,woman,task,woman
464,proof,fact,nouns,اثبات,حقيقة,证明,事实,prawf,ffaith,tõend,fakt,todiste,fakta,preuve,fait,הוכחה,עובדה,dowód,fakt,доказательство,факт,prueba,hecho,ushahidi,ukweli,證明,事實,proof,fact,proof,fact
465,coach,player,nouns,مدرّب,لاعب,教练,播放机,hyfforddwraig,chwaraewr,treener,mängija,valmentaja,pelaaja,entraîneur,joueur,מאמן,שחקן,trener,gracz,тренер,игрок,entrenador,jugador,mchezaji,kocha,教練,播放機,coach,player,coach,player
466,liver,lung,nouns,كبد,رئة,肝,肺,afu,ysgyfaint,maks,kops,maksa,keuhko,foie,poumon,כבד,ריאה,wątroba,płuco,печень,легкое,hígado,pulmón,ini,pafu,肝,肺,liver,lung,liver,lung
467,throat,nose,nouns,حلق,أنف,喉咙,鼻子,gwddf,trwyn,kõri,nina,kurkku,nenä,gorge,nez,גרון,אף,gardło,nos,горло,нос,garganta,nariz,koo,pua,喉嚨,鼻子,throat,nose,throat,nose
468,motel,inn,nouns,فندق صغير ,فندق,汽车旅馆,小旅馆,motel,tafarn,motell,võõrastemaja,motelli,majatalo,motel,auberge,מוטל,אכסניה,motel,gospoda,мотель,гостиница,motel,Posada,hosteli,hoteli,汽車旅館,小旅館,motel,inn,motel,inn
469,pot,appliance,nouns,اناء,جهاز,锅,器具,pot,teclyn,pott,seade,kattila,laite,pot,dispositif,סיר,מכשיר,garnek,urządzenie,кастрюля,прибор,maceta,aparato,chungu,kifaa,鍋,器具,pot,appliance,pot,appliance
470,guitar,violin,nouns,قيثارة,كمان,吉他,小提琴,gitâr,ffidil,kitarr,viiul,kitara,viulu,guitare,violon,גיטרה,כינור,gitara,skrzypce,гитара,скрипка,guitarra,violín,fidia,gita,吉他,小提琴,guitar,violin,guitar,violin
471,strength,might,nouns,قوة,قدرة,力量,威力,cryfder,cadernid,jõud,vägi,vahvuus,mahti,force,puissance,כוח,עוצמה,siła,moc,сила,мощь,fuerza,podría,nguvu,makadara,力量,威力,strength,might,strength,might
472,argument,agreement,nouns,جدال,اتفاق,争论,协议,dadl,cytundeb,vaidlus,kokkulepe,kiista,sopimus,discussion,accord,ויכוח,הסכמה,argument,porozumienie,спор,соглашение,discusión,acuerdo,pambano,mapatano,爭論,協議,argument,agreement,argument,agreement
473,god,prey,nouns,اله,فريسة,神,猎物,duw,ysglyfaeth,jumal,saak,jumala,saalis,dieu,proie,אל,טרף,bóg,ofiara,бог,жертва,Dios,presa,mungu,windo,神,獵物,god,prey,god,prey
474,throne,sword,nouns,عرش,سيف,王座,剑,gorsedd,cleddyf,troon,mõõk,valtaistuin,miekka,trône,épée,כס,חרב,tron,miecz,трон,меч,trono,espada,sime,kiti cha enzi,王座,劍,throne,sword,throne,sword
475,artwork,artist,nouns,عمل فني,فنّان,艺术品,艺术家,gwaith celf,artist,kunstiteos,kunstnik,taideteos,taiteilija,oeuvre,artiste,יצירה,אמן,dzieło sztuki,artysta ,искусства,художник,obra de arte,artista,msanii,mchoro,藝術品,藝術家,artwork,artist,artwork,artist
476,cent,size,nouns,سنت,حجم,一分钱,尺寸,dimai,maint,sent,suurus,sentti,koko,centime,taille,סנט,גודל,cent,rozmiar,цент,размер,centavo,tamaño,senti,saizi,一分錢,尺寸,cent,size,cent,size
477,mint,museum,nouns,دار سك العملة,متحف,薄荷,博物馆,mintys,amgueddfa,piparmünt,muuseum,minttu,museo,menthe,musée,מינט,מוזיאון,mennica,muzeum,Mинт,музей,menta,museo,jumba la makumbusho,minti,薄荷,博物館,mint,museum,mint,museum
478,hit,frame,nouns,اصابة,حيلة,打,陷害,ergyd,ffrâm,tabamus,raam,hitti,kehys,succès,cadre,מכה,מסגרת,hit,rama,удар,Рамка,golpear,marco,fremu,pigo,打,陷害,hit,frame,hit,frame
479,bird,hen,nouns,طائر,دجاجة,鸟,母鸡,aderyn,iâr,lind,kana,lintu,naaraslintu,oiseau,poule,ציפור,תרנגולת,ptak,kura,птица,курица,pájaro,gallina,ndege,kuku,鳥,母雞,bird,hen,bird,hen
480,gun,cannon,nouns,بندقية,مدفع,枪,大炮,gwn,canon,relv,kahur,ase,tykki,pistolet,canon,רובה,תותח,pistolet,działo,ружье,пушка,pistola,cañón,bunduki,mzinga,槍,大炮,gun,cannon,gun,cannon
481,delta,sea,nouns,دلتا,بحر,三角洲,海,delta,môr,delta,meri,suisto,meri,delta,mer,שפך,ים,delta,morze,дельта,море,delta,mar,bahari,delta,三角洲,海,delta,sea,delta,sea
482,supremacy,omnipotence,nouns,سيادة,قدرة كليّة,霸权,全能,goruchafiaeth,hollalluogrwydd,ülevõim,kõikvõimsus,ylivalta,kaikkivaltius,suprématie,omnipotence,עליונות,אומניפוטנטיות,supremacja,wszechmoc,примат,всемогущество,supremacía,omnipotencia,uwezaji,ukuu,霸權,全能,supremacy,omnipotence,supremacy,omnipotence
483,weekend,race,nouns,نهاية الأسبوع,سباق,周末,种族,penwythnos,ras,nädalavahetus,rass,viikonloppu,rotu,Week-end,course,סוף שבוע,מרוץ,weekend,wyścig,выходные,гонка,fin de semana,raza,mbio,wikiendi,週末,種族,weekend,race,weekend,race
484,cricket,supporter,nouns,كريكت,مشجع,蟋蟀,支持者,criced,cefnogwr,kriket,toetaja,kriketti,tukija,criquet,supporter,קריקט,אוהד,krykiet,kibic,крикет,сторонник,Grillo,seguidor,msaidizi,kriketi,蟋蟀,支持者,cricket,supporter,cricket,supporter
485,sultan,ministry,nouns,سلطان,وزارة,苏丹,部,swltan,gweinidogaeth,sultan,ministeerium,sulttaani,ministeriö,sultan,ministère,סולטן,כהונה,sułtan,ministerstwo,султан,министерство,sultán,ministerio,huduma,sultani,蘇丹,部,sultan,ministry,sultan,ministry
486,syllabus,exam,nouns,منهج,امتحان,教学大纲,考试,maes llafur,arholiad,õppekava,eksam,opetussuunnitelma,koe,programme,examen,סילבוס,מבחן,sylabus,egzamin,учебный план,экзамен,silaba,examen,mtihani,mtaala,教學大綱,考試,syllabus,exam,syllabus,exam
487,crime,fraud,nouns,جريمة,تزوير,犯罪,诈骗,trosedd,twyll,kuritegu,pettus,rikos,petos,infraction,fraude,פשע,הונאה,przestępstwo,oszustwo,преступление,мошенничество,delito,fraude,uhalifu,udanganyifu,犯罪,詐騙,crime,fraud,crime,fraud
488,employer,employee,nouns,صاحب العمل,عامل,雇主,员工,cyflogwr,gweithiwr,tööandja,töötaja,työnantaja,työntekijä,employeur,employé,מעסיק,מועסק,pracodawca,pracownik,работодатель,работник,empleador,empleado,mwajiri,mwajiriwa,僱主,員工,employer,employee,employer,employee
489,glass,crystal,nouns,زجاج,بلّور,玻璃,水晶,gwydr,crisial,klaas,kristall,lasi,kristalli,verre,cristal,זכוכית,קריסטל,szkło,kryształ,стекло,хрусталь,vaso,cristal,bilauri,chembechembe,玻璃,水晶,glass,crystal,glass,crystal
490,car,hose,nouns,سيارة,حصان,汽车,软管,car,pibell,auto,voolik,auto,letku,voiture,tuyau,מכונית,צינור,samochód,wąż (ogrodowy),автомобиль,шланг,coche,manguera,gari,mpira wa maji,汽車,軟管,car,hose,car,hose
491,floor,ceiling,nouns,أرضيّة,سقف,地板,天花板,llawr,nenfwd,põrand,lagi,lattia,sisäkatto,sol,plafond,רצפה,תקרה,podłoga,sufit,пол,потолок,suelo,techo,sakafu,dari,地板,天花板,floor,ceiling,floor,ceiling
492,bone,jaw,nouns,عظم,فك,骨头,颚,asgwrn,gên,luu,lõug,luu,leuka,os,mâchoire,עצם,לסת,kość,szczęka,кость,челюсть,hueso,mandíbula,mfupa,taya,骨頭,顎,bone,jaw,bone,jaw
493,cytoplasm,digit,nouns,السيتوبلازم,رقم,细胞质,数字,cytoplasm,digid,tsütoplasma,number,sytoplasma,luku,cytoplasme,chiffre,ציטופלזמה,ספרה,cytoplazma,cyfra,цитоплазма,цифра,citoplasma,dígito,tarakimu,cytoplasm,細胞質,數字,cytoplasm,digit,cytoplasm,digit
494,gap,opening,nouns,فارق,فتحة,缺口,开口,bwlch,agoriad,vahe,ava,rako,aukko,brèche,ouverture,מרווח,פתח,przerwa,otwarcie,разрыв,открытие,brecha,apertura,kufungua,uwazi,缺口,開口,gap,opening,gap,opening
495,theatre,battery,nouns,مسرح,بطّاريّة,剧院,电池,theatr,batri,teater,patarei,teatteri,paristo,théâtre,batterie,תיאטרון,סוללה,teatr,bateria,театр,батарейка,teatro,batería,betri,ukumbi,劇院,電池,theatre,battery,theatre,battery
496,alcohol,wine,nouns,كحول,نبيذ,酒,红酒,alcohol,gwin,alkohol,vein,alkoholi,viini,alcool,vin,אלכוהול,יין,alkohol,wino,алкоголь,вино,alcohol,vino,kileo,divai,酒,葡萄酒,alcohol,wine,alcohol,wine
497,death,burial,nouns,موت,دفن,死亡,葬礼,marwolaeth,claddedigaeth,surm,matmine,kuolema,hautaaminen,mort,enterrement,מוות,קבורה,śmierć,pochówek,смерть,погребение,muerte,entierro,kifo,mazishi,死亡,葬禮,death,burial,death,burial
498,charcoal,coal,nouns,فحم نباتي,فحم,木炭,煤,siarcol,glo,puusüsi,kivisüsi,puuhiili,hiili,houille,charbon,אבן,פחם,węgiel drzewny,węgiel,рашкуль,уголь,carboncillo,carbón,makaa,makaa ya mawe,木炭,煤,charcoal,coal,charcoal,coal
499,body,chest,nouns,جسم,صدر,身体,胸部,corff,brest,keha,rind,vartalo,rintakehä,corps,poitrine,גוף,חזה,ciało,klatka piersiowa,тело,грудь,cuerpo,pecho,mwili,kifua,身體,胸部,body,chest,body,chest
500,competence,ability,nouns,مهارة,قدرة,才能,能力,cymhwysedd,gallu,pädevus,võime,pätevyys,kyky,compétence,aptitude,כשירות,יכולת,kompetencja,umiejętność,компетенция,способность,competencia,capacidad,ustadi,uelekevu,才能,能力,competence,ability,competence,ability
501,protestant,christian,nouns,بروتستانت,مسيحي,新教,基督教,Protestaniaid,cristion,protestant,kristlane,protestantti,kristitty,protestant,chrétien,פרוטסטנט,נוצרי,protestant,chrześcijanin,протестант,кристиан,protestante,cristiano,mkristo,protestanti,新教,基督教,protestant,christian,protestant,christian
502,house,carpet,nouns,بيت,سجادة,屋,地毯,tŷ,carped,maja,vaip,talo,matto,maison,tapis,בית,שטיח,dom,dywan,дом,ковер,casa,alfombra,nyumba,kapeti,屋,地毯,house,carpet,house,carpet
503,fault,system,nouns,خطأ,نظام,故障,系统,nam,system,viga,süsteem,vika,järjestelmä,faute,système,אשמה,מערכת,wada,system,вина,система,culpa,sistema,mfumo,kosa,故障,系統,fault,system,fault,system
504,motor,engine,nouns,محرّك كهربائي,محرّك,电动机,发动机,modur,injan,mootor,vedur,moottori,veduri,moteur,turbine,מנוע,מנוע,motor,silnik,мотор,двигатель,motor,maquinaria,mota,injini,摩打,引擎,motor,engine,motor,engine
505,prosecutor,lawyer,nouns,مدع,محام,检察官,律师,erlynydd,cyfreithiwr,prokurör,advokaat,syyttäjä,lakimies,procureur,avocat,תובע,עורך דין,oskarżyciel,prawnik,прокурор,адвокат,fiscal,abogado,wakili,mwendesha mashtaka,檢察官,律師,prosecutor,lawyer,prosecutor,lawyer
506,danger,threat,nouns,خطر,تهديد,危险,威胁,perygl,bygythiad,oht,ähvardus,vaara,uhka,danger,menace,סכנה,איום,niebezpieczeństwo,zagrożenie,опасность,угроза,peligro,amenaza,hatari,tishio,危險,威脅,danger,threat,danger,threat
507,word,dictionary,nouns,كلمة,قاموس,字,字典,gair,geiriadur,sõna,sõnaraamat,sana,sanakirja,mot,dictionnaire,מילה,מילון,słowo,słownik,слово,словарь,palabra,diccionario,neno,kamusi,字,字典,word,dictionary,word,dictionary
508,calf,bull,nouns,عجل,ثور,小牛,公牛,llo,tarw,vasikas,pull,vasikka,sonni,veau,taureau,עגל,שור,cielę,byk,теленок,бык,becerro,toro,ndama,fahali,小牛,公牛,calf,bull,calf,bull
509,bath,wife,nouns,حمّام,زوجة,沐浴,妻子,bàth,gwraig,vann,abikaasa (naine),kylpy,vaimo,baignoire,femme,אמבטיה,רעיה,wanna,żona,ванна,жена,bañera,esposa,kuoga,mke,沖涼,妻子,bath,wife,bath,wife
510,crochet,uniform,nouns,حبك,زي موحد,钩针编织,制服,crosio,gwisg unffurf,heegeldus,ülikond,virkkaus,virkapuku,crochet,uniforme,קרושה,מדים,robótka szydełkowa,mundur,вязание,форма,tejer,uniforme,sare,krocheti,鈎織編織,制服,crochet,uniform,crochet,uniform
511,belief,flower,nouns,ايمان,زهرة,信念,花,cred,blodyn,uskumus,lill,uskomus,kukka,croyance,fleur,אמונה,פרח,przekonanie,kwiat,вера,цветок,creencia,flor,imani,ua,信念,花,belief,flower,belief,flower
512,hen,turkey,nouns,دجاجة,ديك رومي,母鸡,火鸡,iâr,twrci,kana,kalkun,naaraslintu,kalkkuna,poule,dinde,תרנגולת,הודו,kura,indyk,курица,индейка,gallina,pavo,kuku,batamzinga,母雞,火雞,hen,turkey,hen,turkey
513,root,grass,nouns,جذر,عشب,根,草,gwraidd,glaswellt,juur,muru,juuri,ruoho,racine,herbe,שורש,דשא,korzeń,trawa,корень,трава,raíz,hierba,mzizi,nyasi,根,草,root,grass,root,grass
514,intelligence,insight,nouns,ذكاء,تبصر,智力,洞察力,deallusrwydd,mewnwelediad,intelligentsus,vihje,älykkyys,ymmärrys,intelligence,perspicacité,אינטליגנציה,תובנה,inteligencja,wgląd,ум,проницательность,inteligencia,visión,akili,umaizi,智力,洞察力,intelligence,insight,intelligence,insight
515,nature,flora,nouns,طبيعة,نبات,大自然,植物群,natur,fflora,loodus,floora,luonto,kasvisto,nature,flore,טבע,צמחייה,natura,flora,природа,флора,naturaleza,flora,mimea,asili,大自然,植物群,nature,flora,nature,flora
516,blitz,attack,nouns,حرب خاطفة,هجوم,闪电攻击,攻击,blits,ymosodiad,äkkrünnak,rünnak,salamahyökkäys,hyökkäys,blitz,attaque,בליץ,מתקפה,szturm,atak,блицкриг,атака,bombardeo aéreo,ataque,shambulio,mashambulizi,閃電攻擊,攻擊,blitz,attack,blitz,attack
517,alcohol,brandy,nouns,كحول,براندي,酒,白兰地酒,alcohol,brandi,alkohol,brändi,alkoholi,brandy,alcool,cognac,אלכוהול,ברנדי,alkohol,koniak,алкоголь,бренди,alcohol,brandy,kileo,brandi,酒,白蘭地酒,alcohol,brandy,alcohol,brandy
518,butterfly,rose,nouns,فراشة,ورد,蝴蝶,玫瑰,Pili-pala,rhosyn,liblikas,roos,perhonen,ruusu,papillon,rose,פרפר,ורד,motyl,róża,бабочка,роза,mariposa,Rosa,waridi,kipepeo,蝴蝶,玫瑰,butterfly,rose,butterfly,rose
519,bean,coffee,nouns,فصوليا,قهوة,豆,咖啡,ffa,coffi,uba,kohv,papu,kahvi,haricot,café,פול,קפה,ziarnko,kawa ,боб,кофе,frijol,café,maharagwe,kahawa,豆,咖啡,bean,coffee,bean,coffee
520,fertilizer,growth,nouns,سماد,نمو,肥料,发展,gwrtaith,twf,väetis,kasv,lannoite,kasvu,engrais,croissance,דשן,צמיחה,nawóz,wzrost,удобрение,развитие,fertilizante,crecimiento,ukuaji,samadi,肥料,發展,fertilizer,growth,fertilizer,growth
521,ball,sphere,nouns,كرة,جسم كروي,球,球状物,pêl,sffer,pall,sfäär,pallo,sfääri,ballon,sphère,כדור,ספירה,piłka,kula,мяч,сфера,pelota,esfera,mviringo,mpira,球,球狀物,ball,sphere,ball,sphere
522,historian,historiographer,nouns,مؤرّخ,علم التأريخ,历史学家,史学家,hanesydd,hanesyddiaethwr,ajaloolane,ajaloouurija,historioitsija,historiografi,historien,historiographe,היסטוריון,היסטוריוגרף,historyk,historiograf,историк,историограф,historiador,historiógrafo,mwanahistoria,mtalaamu wa historia,歷史學家,史學家,historian,historiographer,historian,historiographer
