NUMBER	GLOSS	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	COMMENT MATTIS	Comment Kristina	Comment Mei-Shin	Comments Tiago	SIMLEX_IDS	SIMLEX_GLOSSES	OCCURRENCES	TOTAL	MANDARIN	FRENCH	RUSSIAN	SPANISH	MANDARIN_SCORE	FRENCH_SCORE	RUSSIAN_SCORE	SPANISH_SCORE	ENGLISH_SCORE
808	dirty	dirty	adjectives	1230	DIRTY					1060:1 1206:0 1216:0 1235:0	sticky amazing narrow cheap	4	4	脏	sale	грязный	sucio	0.6363636363636364 0.0 0.0 0.6363636363636364	2.5 0.7 0.2 0.3	1.8 0.0 0.0 0.0	1.6 0.0 0.0 0.0	1.3651515151515152 0.125 0.05833333333333333 0.3382284382284382
810	disappear	disappear	verbs	485	DISAPPEAR					1555:1	vanish	1	3	消逝	disparaître	исчезать	desaparecer	3.545454545	5.5	5.2	5.3	4.984382284
811	disappear	disappear	verbs	485	DISAPPEAR					1340:1 1763:0	find shrink	2	3	消失	disparaître	исчезать	desaparecer	0.0 0.2727272727272727	0.4 1.8	0.0 0.9	0.3 0.4	0.25000000000000006 1.2980769230769234
821	disease	disease	nouns	1986	DISEASE					579:0	infection	1	2	疾病	maladie	болезнь	dolencia	2.909090909	4.5	3.1	2	3.144988345
822	disease	disease	nouns	1986	DISEASE					884:1	danger	1	2	疾病	maladie	болезнь	enfermedad	0.4545454545	1.4	0.6	0.8	0.6407925408
1306	disease	illness	nouns	1986	DISEASE					186:0	infection	1	2	疾病	maladie	заболевание	enfermedad	1.181818182	4.8	2.9	3.2	2.904020979
1307	disease	illness	nouns	1986	DISEASE					670:1	fever	1	2	疾病	maladie	болезнь	enfermedad	2.272727273	3.5	1.3	2.1	2.156235431
2250	disease	sickness	nouns	1986	DISEASE					387:1	cancer	1	1	疾病	maladie	болезнь	enfermedad	3.909090909	4.2	1.7	2.9	2.86532634
835	distance	distance	nouns	2978	DISTANCE					1051:1	perspective	1	1	距离	distance	расстояние	distancia	0.2727272727	3.1	0.8	2.4	1.1502331
836	disturb (to disrupt)	disturb	verbs	2883	DISTURB				more “perturbar” or “molestar”; “interrumpir” means “to disrupt”	1695:1	bother	1	1	扰乱	déranger	мешать	interrumpir	3.818181818	5.9	3.2	3.2	2.997027972
837	dive	dive	verbs	119	DIVE					1394:1	create	1	1	潜水	plonger	нырять	bucear	0	0.2	0	0	0.06590909091
838	divide	divide	verbs	1119	DIVIDE					1575:0	unite	1	3	划分	diviser	делить	dividir	0.3636363636	1.9	0.1	0.2	0.4783799534
839	divide (mathematical)	divide	verbs				Here: mathematical meaning	mathematical meaning		1466:1 1731:1	multiply add	2	3	除	diviser	делить	dividir	0.5454545454545454 0.45454545454545453	2.4 1.8	0.1 0.1	0.7 0.3	0.7195804195804194 0.6241258741258741
841	do	do	verbs	813	DO					1488:0	quit	1	2	做	faire	делать	hacer	0	1.4	0.2	0.4	0.3973193473
842	do (to take action)	do	verbs				Russian here: to take action			1595:0	happen	1	2	做	faire	действовать	hacer	0	1.8	1.9	0.6	0.8561771562
847	dog	dog	nouns	2009	DOG					601:0 895:0	cat horse	2	2	狗	chien	собака	perro	0.45454545454545453 0.8181818181818182	2.5 2.1	0.4 0.3	0.7 0.5	0.9338578088578089 0.9188811188811195
850	door	door	nouns	1567	DOOR					33:0 136:0 164:1 306:1 434:1 679:0 719:0 782:0 800:0 841:1	gate kitchen presence fraternity bell floor cellar corridor doorway window	10	10	门	porte	дверь	puerta	5.545454545454546 0.0 0.0 0.0 0.0 0.0 0.36363636363636365 0.36363636363636365 3.6363636363636362 0.45454545454545453	4.8 0.9 0.3 0.0 2.3 0.7 1.2 2.0 3.1 2.6	3.6 0.8 0.2 0.0 1.0 0.6 0.6 0.7 3.0 0.6	4.9 0.7 0.6 0.4 0.3 0.9 0.3 0.6 2.4 0.9	4.088344988344989 0.42004662004662013 0.15 0.06666666666666667 0.573018648018648 0.5283799533799534 0.45186480186480193 0.7253496503496505 3.2564685314685318 1.047202797202797
851	doorway	doorway	nouns							551:1	exit	1	2	门口	porte	проход	puerta	3.636363636	3.3	2.9	1.6	2.74988345
852	doorway	doorway	nouns							800:1	door	1	2	门口	ouverture	проем	portal	3.636363636	3.1	3	2.4	3.256468531
857	dream	dream	nouns	2374	DREAM					975:1	sky	1	1	梦想	rêve	мечта	sueño	0.1818181818	0.8	0.4	0.5	0.3363053613
860	dress	dress	nouns						“vestir” is a verb; “vestido” is the noun	888:0	dance	1	1	裙子	robe	платье	!vestir	0.1818181818	0.9	0.7	0.3	0.3484848485
862	drink	drink	verbs	1401	DRINK					1316:0 1416:1 1537:0 1579:0	swallow mix sip raise	4	4	喝	boire	пить	beber	1.0909090909090908 0.0 1.7272727272727273 0.0	4.2 0.8 4.9 0.1	1.6 0.1 2.1 0.0	2.2 0.6 3.1 0.0	2.1391025641025645 0.2909090909090909 3.2229020979020984 0.09166666666666667
863	drip	drip	verbs				Russian trans wrong			1417:1	pour	1	1	滴	goutter	отекать	gotear	0.7272727273	1.6	0.2	1.6	1.235955711
864	drive	drive	verbs	741	DRIVE					1297:1	stop	1	1	驾驶	conduire	ехать	conducir	0.09090909091	1.5	0.1	0.6	0.3484848485
866	drizzle	drizzle	nouns	1016	DRIZZLE					764:0	rain	1	1	毛毛雨	bruine	морось	llovizna	3.363636364	4.7	4.3	4.4	3.955594406
868	drown	drown	verbs	1904	DROWN					1759:1	save	1	1	淹	noyer	тонуть	ahogar	0.09090909091	1.5	0.1	0.3	0.3484848485
869	drum	drum	nouns	908	DRUM					406:1	guitar	1	2	鼓	batterie	барабан	tambor	0.3636363636	2.6	0.9	0.8	1.283857809
870	drum	drum	nouns	908	DRUM					624:1	horn	1	2	鼓	tambour	барабан	tambor	0.09090909091	2.3	0.7	0.7	0.6453379953
871	drunk	drunk	adjectives	1463	DRUNK					1121:1	sober	1	1	喝醉	ivre	пьяный	borracho	0.1818181818	1.8	0.1	0.2	0.3867132867
878	dumb	dumb	adjectives	1492	DUMB	the following line is "stumm" in Russian	unmapped; DUMB is a speech disorder			1061:1	stupid	1	8	笨	idiot	тупой	tonto	5.818181818	6	3.4	4.9	5.081293706
879	dumb	dumb	adjectives	1492	DUMB	I flag the Russian translation as wrong!				1081:0	rare	1	8	笨	stupide	!немой	tonto	0	0.3	0	0.2	0.08106060606
880	dumb	dumb	adjectives	1492	DUMB		unmapped; DUMB is a speech disorder			1066:1 1082:1 1155:0 1169:0 1177:0 1204:0	huge smart clever intelligent dense foolish	6	8	笨	stupide	тупой	tonto	0.09090909090909091 0.09090909090909091 0.18181818181818182 0.18181818181818182 5.545454545454546 5.2727272727272725	1.3 1.7 1.5 1.7 0.1 6.0	0.0 0.3 0.1 0.1 3.7 3.5	0.0 0.2 0.2 0.6 0.4 1.0	0.1708041958041958 0.38822843822843817 0.38368298368298365 0.4503496503496503 2.171620046620047 4.2108974358974365
882	dusk	dusk	nouns	2297	DUSK					711:1	evening	1	1	黄昏	crépuscule	сумерки	oscuridad	4.909090909	4.6	3.1	2.6	4.02534965
883	dust	dust	nouns	2	DUST					45:1	broom	1	1	灰尘	poussière	пыль	polvo	0.3636363636	2	1.3	0.9	0.8002913753
885	eagle	eagle	nouns	1905	EAGLE					577:0	falcon	1	1	老鹰	aigle	орел	águila	3.181818182	3.9	1.2	2.4	2.459324009
886	earn	earn	verbs	733	EARN					1591:1 1703:1	make deserve	2	2	赚	gagner	зарабатывать	ganar	0.36363636363636365 1.2727272727272727	0.6 2.4	3.6 2.3	0.5 1.6	1.2963286713286712 1.5744172494172497
887	earthquake	earthquake	nouns	6	EARTHQUAKE					846:0	tremor	1	1	地震	tremblement de terre	землетрясение	terremoto	4.090909091	5	1	4.4	3.054195804
889	easy	easy	adjectives	686	EASY	there is no reason for me to split things, all words mean easy, with occasional translation errors	Russian here: conmortable			1086:1	vulnerable	1	8	简单	facile	!удобный	fácil	0.1818181818	1	0	1.2	0.6031468531
890	easy	easy	adjectives	686	EASY		unmapped; Russian here: obliging, easy to get on with (of a person)			1225:0	flexible	1	8	容易	facile	!покладистый	fácil	0.4545454545	1.8	2	1.8	1.26520979
891	easy	easy	adjectives	686	EASY					1250:1	stiff	1	8	简单	facile	легкий	fácil	0.1818181818	0.4	0	0.1	0.1651515152
892	easy	easy	adjectives	686	EASY					1093:0 1097:0 1132:0 1254:1 1293:1	tough difficult big simple hard	5	8	容易	facile	легкий	fácil	0.09090909090909091 0.18181818181818182 0.0 4.2727272727272725 0.18181818181818182	1.4 1.7 0.4 5.7 1.8	0.2 0.2 0.0 1.8 0.1	0.2 0.2 0.0 4.6 0.2	0.3276223776223777 0.3851981351981353 0.11666666666666668 4.369463869463869 0.3958041958041958
2257	simple	simple	adjectives							1110:1	difficult	1	3	简单	simple	простой	simple	0.1818181818	1.8	0	0.2	0.4692890443
2258	simple	simple	adjectives							1254:0 1265:1	easy hard	2	3	简单	simple	простой	sencillo	4.2727272727272725 0.09090909090909091	5.7 1.8	1.8 0.0	4.6 0.2	4.369463869463869 0.3048951048951049
900	elbow	elbow	nouns	981	ELBOW					585:1 942:0	bone ankle	2	2	肘	coude	локоть	codo	0.2727272727272727 0.5454545454545454	2.3 2.8	1.0 0.5	0.9 0.4	1.0787878787878789 1.0055361305361308
902	election	election	nouns	240	ELECTION					528:1	choice	1	1	选举	élection	выборы	elección	2.727272727	3.8	2.5	4.2	2.817191142
904	electricity	electricity	nouns	59	ELECTRICITY					440:0	case	1	1	电	électricité	электричество	electricidad	0.09090909091	1.3	0.6	0	0.2325757576
907	elephant	elephant	nouns	1290	ELEPHANT					267:1 916:1	dinosaur compass	2	2	大象	éléphant	слон	elefante	0.18181818181818182 0.09090909090909091	1.7 0.0	0.5 0.0	0.9 0.1	0.6646853146853148 0.12348484848484852
1279	hug	hug	verbs	928	EMBRACE					1390:1	cuddle	1	4	拥抱	étreindre	обнимать	abrazo	5.181818182	5.4	2.7	4.6	4.548834499
1280	hug	hug	verbs	928	EMBRACE					1428:1 1569:1 1596:1	smother hold squeeze	3	4	拥抱	étreindre	обнимать	abrazar	0.0 0.0 0.45454545454545453	2.8 3.6 3.5	0.6 0.4 0.0	0.7 1.1 0.9	0.6203962703962701 1.5416666666666667 1.3909673659673663
111	appear	appear	verbs	1076	EMERGE (APPEAR)	flagged russian translation as wrong	unmapped; here 'to seem'			1414:1	become	1	3	出现	apparaître	!казаться	Aparecer	0.3636363636	1.4	0.7	0.9	1.009440559
112	appear	appear	verbs	1076	EMERGE (APPEAR)					1306:1 1610:0	leave attend	2	3	出现	apparaître	появляться	Aparecer	0.0 3.090909090909091	0.2 1.5	0.1 1.1	0.6 2.7	0.28898601398601403 1.949417249417249
926	engine	engine	nouns	2622	ENGINE					71:1	piston	1	3	发动机	moteur	мотор	motor	1.181818182	3.2	1.8	2.2	1.837937063
927	engine	engine	nouns	2622	ENGINE					348:1	machine	1	3	发动机	moteur	двигатель	motor	2.454545455	3.5	2.2	2.8	2.883682984
928	engine	engine	nouns	2622	ENGINE					504:1	motor	1	3	发动机	turbine	двигатель	maquinaria	2.454545455	3.7	4.9	2	3.483974359
931	enter	enter	verbs	749	ENTER					1302:1 1542:0 1679:1	go owe leave	3	3	进入	entrer	входить	entrar	1.0 0.0 0.36363636363636365	3.0 0.3 0.4	1.0 0.0 0.0	1.3 0.0 0.1	1.4016317016317013 0.05000000000000001 0.2692890442890443
935	envelope	envelope	nouns	3088	ENVELOPE					1013:1	decoration	1	1	信封	parure	конверт	sobre	0.6363636364	3.9	0.2	0.1	0.503030303
942	escape (run away)	escape	verbs	2142	RUN AWAY	all are rather run away than escape				1653:1	flee	1	2	逃走	s'échapper	вырваться	escapar	5.636363636	5.8	0.7	5.5	4.90011655
943	escape (run away)	escape	verbs	2142	RUN AWAY		remapped; Russian: RUN AWAY			1742:1	find	1	2	逃逸	échapper	убегать	escapar	0	0.6	0	0.3	0.2166666667
952	evening	evening	nouns	1629	EVENING					456:1 711:0	sunset dusk	2	2	傍晚	soir	вечер	noche	5.2727272727272725 4.909090909090909	3.6 4.6	2.7 3.1	1.5 2.6	2.9634032634032637 4.025349650349651
957	exchange	exchange	nouns	2509	EXCHANGE					117:0	replacement	1	2	交换	échange	обмен	intercambio	4.636363636	5.4	4.7	3.2	3.685606061
958	exchange	exchange	nouns	2509	EXCHANGE					762:1	currency	1	2	交换	change	обмен	intercambio	1	3.4	0.8	1.6	1.052505828
964	expensive	expensive	adjectives	1426	EXPENSIVE					1172:1	shy	1	1	昂贵	coûteux	дорогой	costoso	0	0.2	0	0.4	0.06666666667
965	explain	explain	verbs	1626	EXPLAIN					1338:0	prove	1	3	解释	expliquer	объяснять	explicar	3.272727273	4.4	2.9	2.3	2.323368298
966	explain	explain	verbs	1626	EXPLAIN					1312:1 1712:1	clarify discuss	2	3	说明	expliquer	объяснять	explicar	3.5454545454545454 2.0	5.7 2.9	3.0 1.1	4.8 1.3	4.39516317016317 1.6675407925407926
971	eye	eye	nouns	1248	EYE					359:1 647:0	brow tear	2	2	眼睛	œil	глаз	ojo	0.5454545454545454 0.45454545454545453	2.5 1.8	0.8 1.0	0.5 1.0	0.97039627039627 0.9787296037296036
976	fade	fade	verbs	2704	FADE (LOOSE COLOR)					1638:1	erode	1	1	褪色	pâlir	увядать	descolorarse	0.6363636364	0.6	0.1	1	1.262296037
982	falcon	falcon	nouns	3258	FALCON					577:1	eagle	1	1	猎鹰	faucon	сокол	halcón	3.181818182	3.9	1.2	2.4	2.459324009
983	fall	fall	verbs	1280	FALL					1514:0	hurt	1	2	坠落	tomber	падать	caer	0.5454545455	1.6	0.9	1.1	0.9097319347
984	fall (over)	fall	verbs					摔倒 is fall over		1612:1	stumble	1	2	摔倒	tomber	падать	caerse	3	4.6	1.1	3.8	3.209382284
985	fame	fame	nouns	865	FAME					278:1	wealth	1	1	名誉	renommée	слава	fama	1	2.5	1	1.7	1.080594406
990	fast	fast	adjectives	1631	FAST					1130:0	rapid	1	1	快	vite	быстрый	ágil	5	5.3	4.2	3.8	4.829020979
2006	quick	quick	adjectives	1631	FAST					1075:0	rapid	1	1	快	vite	скорый	veloz	5.090909091	5.5	4.8	5.8	4.600058275
2007	quickly	quickly	adverbs	1631	FAST					1844:1	urgently	1	1	迅速地	rapidement	быстро	con rapidez	2.272727273	4.4	3.6	4.3	3.87488345
705	dad	dad	nouns	1217	FATHER					184:0	mother	1	1	爸爸	papa	отец	papá	0.5454545455	2.9	1.1	2.4	1.489393939
991	father	father	nouns	1217	FATHER					47:1 237:0 271:1 742:0 784:0 1011:0	son god man daughter brother parent	6	6	父亲	père	отец	padre	0.45454545454545453 0.09090909090909091 2.4545454545454546 0.18181818181818182 0.2727272727272727 4.2727272727272725	2.7 2.7 3.3 2.2 2.5 4.7	0.9 1.3 1.4 0.9 0.8 3.7	1.6 1.8 2.0 0.5 0.4 4.8	1.3308275058275056 1.2137529137529137 2.359498834498834 0.7976689976689978 1.033566433566434 3.785547785547785
992	fault (malfunction)	fault	nouns					故障 is malfunction. 失誤 is FAULT		503:0	system	1	1	故障	faute	вина	culpa	0	0.4	0.1	0.2	0.1934731935
42	afraid	afraid	adjectives	3033	SCARED		remapped			1257:0	anxious	1	1	害怕	apeuré	испуганный	temeroso	0.1818181818	3.5	3.8	1.1	2.748776224
996	feel	feel	verbs	1079	FEEL					1330:1	believe	1	1	感觉到	ressentir	чувствовать	sentir	0.9090909091	2.7	0.9	2.2	1.521561772
911	emotion	emotion	nouns	2573	FEELING (EMOTION)					533:0	passion	1	2	情绪	émotion	эмоция	emoción	3.181818182	3.8	2.3	3.1	2.999009324
912	emotion	emotion	nouns	2573	FEELING (EMOTION)					597:1	mood	1	2	情感	émotion	эмоция	emoción	3.181818182	3.8	2.3	3.3	2.922610723
997	fence	fence	nouns	1690	FENCE					621:1	rail	1	2	篱笆	barrière	забор	cerca	0	4.6	5	0.8	1.323076923
998	fence	fence	nouns	1690	FENCE					649:0	jumping	1	2	篱笆	barres	забор	cerca	0	2.1	0.6	0.4	0.425
1830	party	party	nouns	131	FESTIVAL					435:1	mask	1	2	派对	fête	вечеринка	partido	0.1818181818	1.9	0.7	0.3	0.5295454545
1831	party (political)	party	nouns				political	if it's political, then 黨 or 黨派		856:1	people	1	2	派对	fête	партия	partido	0.2727272727	1.2	1.4	0.8	0.8326923077
1001	fever	fever	nouns	1534	FEVER					545:1	flu	1	2	发热	fièvre	жар	fiebre	2.090909091	3.2	1.1	2.2	2.342832168
1002	fever	fever	nouns	1534	FEVER					670:0	illness	1	2	发烧	fièvre	жар	fiebre	2.272727273	3.5	1.3	2.1	2.156235431
1004	field	field	nouns	212	FIELD					791:1	oat	1	1	田	champ	поле	campo	0.4545454545	1.9	1	0.7	0.8643939394
1006	fight	fight	verbs	1423	FIGHT					1353:1	bite	1	4	搏斗	combattre	драться	luchar	1.727272727	1.8	0.7	0.6	0.8811771562
1007	fight	fight	verbs	1423	FIGHT					1368:0	kill	1	4	搏斗	se battre	бороться	lucha	1.272727273	2.1	0.3	0.5	1.20541958
1008	fight	fight	verbs	1423	FIGHT					1541:0	disagree	1	4	搏斗	se battre	бороться	luchar	0	3.6	0.5	1	1.197435897
1009	fight	fight	verbs	1423	FIGHT					1726:1	play	1	4	搏斗	combattre	драться	lucha	0.3636363636	1.4	0.1	0.4	0.4856060606
1012	find	find	verbs	719	FIND					1402:1	search	1	5	找	trouver	находить	encontrar	4.818181818	2.7	1.3	1.3	1.839801865
1013	find	find	verbs	719	FIND			找 is find. 找到 is found. I found a pen 我"找到"一支筆. I find a pen 我“找”支筆		1340:0 1469:1 1710:1 1742:0	disappear locate acquire escape	4	5	找到	trouver	находить	encontrar	0.0 0.8181818181818182 2.1818181818181817 0.0	0.4 4.8 2.8 0.6	0.0 4.3 0.7 0.0	0.3 5.4 1.1 0.3	0.25000000000000006 3.2014568764568767 1.6388111888111883 0.2166666666666667
1014	finger	finger	nouns	1303	FINGER					573:0 951:1	palm toe	2	2	手指	doigt	палец	dedo	1.8181818181818181 0.2727272727272727	2.2 3.9	1.0 6.0	0.7 4.9	1.0879953379953384 2.3943473193473195
1684	nail (nail with head, tool)	nail	nouns			the thinking here is: Nagel und Kopf, but they don't realise that this figurative reading is barely translatable!	Russian would be NAIL (TOOL)	NAIL (TOOL) = 釘子. Unmap this one		396:1	head	1	3	指甲	ongle	гвоздь	uña	0	1.2	1.2	0.5	0.4992424242
1685	nail	nail	nouns	1896	FINGERNAIL OR TOENAIL					200:0 1003:0	thumb hand	2	3	指甲	ongle	ноготь	uña	0.45454545454545453 0.5454545454545454	2.8 2.7	1.4 1.3	1.7 1.2	1.402738927738928 1.0123543123543124
1015	finish	finish	verbs	1766	FINISH					1337:1 1432:1 1697:0 1749:1	adjourn compete graduate solve	4	4	完成	terminer	заканчивать	terminar	0.18181818181818182 0.0 2.3636363636363638 1.6363636363636365	2.9 0.2 3.1 3.7	0.1 0.0 2.2 1.6	0.5 0.2 1.6 3.2	1.086829836829837 0.2722027972027977 2.5029720279720276 2.394289044289045
1017	fire	fire	nouns	221	FIRE					420:1	apocalypse	1	1	火	feu	пожар	fuego	0.8181818182	1.7	1.1	0.9	0.747960373
1020	flag	flag	nouns	2623	FLAG					191:1 537:0	vexillology pole	2	2	旗	drapeau	флаг	bandera	0.7272727272727273 1.2727272727272727	2.9 2.0	1.2 0.7	1.3 0.3	1.297261072261072 0.8923076923076921
1021	flee	flee	verbs	956	FLEE					1653:0	escape	1	1	逃跑	fuir	бежать	huir	5.636363636	5.8	0.7	5.5	4.90011655
1022	flesh	flesh	nouns	2259	FLESH					1050:1	blood	1	1	肉	chair	плоть	carne	0.3636363636	3.4	1.2	0.6	1.106759907
1023	flexible (of character)	flexible	adjectives				unmapped; character trait			1068:1	modest	1	6	灵活	flexible	покладистый	flexible	0.6363636364	0.4	1.9	0.3	0.5340909091
1024	flexible (agile)	flexible	adjectives					灵活的 is about movement being agile.		1105:1	elastic	1	6	灵活的	flexible	гибкий	flexible	3.454545455	4.7	4.2	4.2	3.931876457
1025	flexible	flexible	adjectives	1691	FLEXIBLE					1267:1	large	1	6	柔韧	flexible	гибкий	flexible	0.2727272727	0.3	0	0	0.1803030303
1026	flexible (agile)	flexible	adjectives					灵活的 is about movement being agile.		1154:0 1170:0 1225:1	loose movable easy	3	6	灵活	flexible	гибкий	flexible	1.8181818181818181 0.45454545454545453 0.45454545454545453	1.2 3.9 1.8	0.8 1.2 2.0	1.3 2.3 1.8	1.3174242424242424 1.756060606060606 1.2652097902097903
1028	float	float	verbs	1574	FLOAT					1625:1	sing	1	1	浮动	flotter	плавать	flotador	0	0.2	0.1	0	0.05833333333
1029	floor	floor	nouns	1632	FLOOR					491:0	ceiling	1	4	地板	sol	пол	suelo	0.09090909091	2.1	0.6	0.7	0.6821095571
1030	floor	floor	nouns	1632	FLOOR					679:1 688:1 960:0	door roof deck	3	4	地板	sol	пол	piso	0.0 0.09090909090909091 2.3636363636363638	0.7 1.9 2.6	0.6 0.6 1.3	0.9 1.0 0.8	0.5283799533799534 0.7142773892773894 1.5253496503496502
1032	flour	flour	nouns	1594	FLOUR					1016:1	bread	1	1	小麦粉	farine	мука	harina	1.727272727	2.6	1.3	1.1	1.246328671
1033	flow	flow	verbs	2003	FLOW					1551:1	drift	1	1	流	couler	течь	fluir	2	2.4	1	0.5	1.962237762
1034	flower	flower	nouns	239	FLOWER					212:0 511:1	bush belief	2	5	花	fleur	цветок	flor	0.6363636363636364 0.18181818181818182	2.8 0.0	1.1 0.1	2.1 0.1	1.5301864801864806 0.06771561771561775
1035	flower	flower	nouns	239	FLOWER					408:0 447:0 572:0	bulb violet endurance	3	5	花朵	fleur	цветок	flor	0.0 3.4545454545454546 0.45454545454545453	2.8 3.8 0.4	0.6 2.3 0.0	1.5 2.1 0.1	1.0141025641025638 2.756934731934732 0.12878787878787876
1038	flute	flute	nouns	777	FLUTE					357:0	music	1	1	长笛	flûte	флейта	flauta	1.090909091	2.7	0.9	1.7	1.286363636
1039	fly	fly	nouns	1504	FLY (INSECT)					297:0	ant	1	1	苍蝇	mouche	муха	volar	0.6363636364	2.5	0.6	0.5	1.080827506
1040	fog	fog	nouns	249	FOG					619:1	cloud	1	1	雾	brouillard	туман	niebla	2.545454545	3.2	1.7	2.3	2.390967366
1629	mist	mist	nouns				unmapped; Rus. gloss broader than fog			526:1	cloud	1	2	薄雾	brume	мгла	neblina	2.909090909	3.4	1.2	2.9	2.486072261
1630	mist	mist	nouns							604:1	rain	1	2	薄雾	brume	изморось	niebla	0.8181818182	3.3	2.2	0.8	1.560314685
