NUMBER	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMLEX_IDS	SIMLEX_GLOSSES	OCCURRENCES	TOTAL	MANDARIN	FRENCH	RUSSIAN	SPANISH	MANDARIN_SCORE	FRENCH_SCORE	RUSSIAN_SCORE	SPANISH_SCORE	ENGLISH_SCORE
725	deck	nouns			960:1	floor	1	3	甲板	terrasse	палуба	cubierta	2.3636363636363638	2.6	1.3	0.8	1.5253496503496502
726	deck	nouns			142:0 676:1	mouse boat	2	3	甲板	pont	палуба	cubierta	0.0 0.7272727272727273	0.1 1.7	0.8 1.5	0.0 1.0	0.11590909090909092 1.0684149184149183
727	declare	verbs			1633:0	announce	1	1	声明	déclarer	провозглашать	declarar	4.181818181818182	5.7	4.8	4.1	4.129487179487179
728	decline	verbs			1361:1	refuse	1	2	谢绝	décliner	отклонять	disminuir	4.363636363636363	5.9	2.6	0.1	3.420804195804196
729	decline	verbs			1426:1	accept	1	2	谢绝	décliner	отказывать	disminuir	0.36363636363636365	1.9	0.0	0.0	0.37837995337995345
730	decompose	verbs			1331:0	destroy	1	1	腐烂	décomposer	разлагаться	descomponer	2.6363636363636362	3.9	0.6	3.2	1.8928321678321682
731	decomposition	nouns			433:0	factorization	1	1	分解	décomposition	разложение	descomposición	2.6363636363636362	3.0	1.3	1.3	1.6747086247086251
732	decoration	nouns			427:1	wall	1	2	装饰	décoration	отделка	decoración	0.6363636363636364	1.9	1.1	0.8	0.6839743589743591
733	decoration	nouns			1013:0	envelope	1	2	装饰	décoration	украшение	decoración	0.6363636363636364	3.9	0.2	0.1	0.503030303030303
734	decrease	verbs	2864	DECREASE	1418:0	descend	1	1	减少	diminuer	уменьшаться	disminución	0.18181818181818182	4.2	0.4	2.6	1.1645104895104896
735	deeply	adverbs			1847:1	meaningfully	1	2	深度地	profondément	глубоко	profundamente	2.5454545454545454	3.5	0.8	2.5	2.032051282051282
736	deeply	adverbs			1852:0	mostly	1	2	深深地	profondément	глубоко	profundamente	0.36363636363636365	1.1	0.0	1.4	0.5824592074592075
737	defend	verbs	1330	DEFEND	1451:1	protect	1	2	防御	défendre	отстаивать	defender	4.0	5.5	4.1	5.0	4.437878787878788
738	defend	verbs	1330	DEFEND	1618:1	kill	1	2	防守	défendre	защищать	defender	0.36363636363636365	1.3	0.0	0.4	0.430944055944056
739	define	verbs			1308:0	clarify	1	1	限定	définir	определять	definir	0.0	4.2	3.7	3.8	3.079487179487179
740	definitely	adverbs			1886:0	surely	1	1	肯定地	certainement	точно	definitivamente	3.272727272727273	6.0	3.2	3.6	4.4349650349650345
741	definition	nouns			828:1	dictionary	1	1	定义	définition	толкование	definición	0.6363636363636364	3.0	2.4	2.6	1.4676573426573425
742	delicately	adverbs			1819:0	currently	1	1	微妙地	délicatement	деликатно	delicadamente	0.0	0.3	0.0	0.0	0.08863636363636367
743	delightful	adjectives			1052:0 1112:0	cheerful wonderful	2	2	愉快	délicieux	восхитительный	encantador	4.909090909090909 2.5454545454545454	1.3 4.0	3.1 5.0	2.4 3.3	2.7326923076923073 3.0054195804195794
744	deliver	verbs			1339:0	carry	1	3	运送	livrer	родить	entregar	2.3636363636363638	4.4	0.4	2.7	2.0545454545454542
745	deliver	verbs			1415:1	take	1	3	交付	livrer	доставлять	entregar	0.18181818181818182	0.9	0.4	0.9	0.5747668997668997
746	deliver	verbs			1719:1	accept	1	3	运送	livrer	доставлять	entregar	0.0	1.1	0.2	0.4	0.2833333333333334
747	delta	nouns			481:0	sea	1	1	三角洲	delta	дельта	delta	0.2727272727272727	2.3	0.2	1.3	0.9956293706293707
748	demand	verbs			1408:1 1651:0	argue reprimand	2	2	需求	exiger	требовать	pedir	0.2727272727272727 0.18181818181818182	1.9 0.9	0.9 0.5	0.6 0.5	0.7956876456876459 0.5632284382284384
749	democracy	nouns			2:0	monarchy	1	1	民主	démocratie	демократия	democracia	0.09090909090909091	2.7	0.1	1.3	0.9511655011655011
750	demolish	verbs	681	DESTROY	1387:0	smash	1	1	拆除	démolir	сносить	demoler	0.6363636363636364	5.1	2.4	2.3	3.054020979020979
751	demon	nouns	1973	DEMON	106:1 179:0	monster angel	2	2	恶魔	démon	демон	demonio	2.727272727272727 0.2727272727272727	4.7 2.1	4.5 0.2	3.3 1.0	3.618589743589744 0.6813519813519814
752	denial	nouns			143:0	confession	1	1	否认	déni	отрицание	negación	0.0	1.7	0.1	1.2	0.566083916083916
753	dense	adjectives	2239	DENSE	1177:1	dumb	1	2	愚笨	dense	глупый	denso	5.545454545454546	0.1	3.7	0.4	2.171620046620047
754	dense	adjectives	2239	DENSE	1252:1	hard	1	2	密度大	dense	плотный	denso	2.5454545454545454	1.9	2.9	2.0	1.6410839160839161
755	dentist	nouns			382:1 996:0	orthodontist colonel	2	2	牙医	dentiste	дантист	dentista	4.090909090909091 0.18181818181818182	5.0 0.5	4.6 0.0	3.9 0.3	4.318939393939394 0.22913752913752916
756	deny	verbs	755	DENY	1311:1	accept	1	5	拒绝	nier	отвергать	negar	0.0	1.7	0.1	0.1	0.3647435897435898
757	deny	verbs	755	DENY	1407:1	give	1	5	拒绝	nier	отказывать	negar	0.0	0.4	0.1	0.1	0.09166666666666667
758	deny	verbs	755	DENY	1604:1	avoid	1	5	拒绝	nier	отрицать	negar	0.5454545454545454	1.1	0.2	1.0	1.0002331002331002
759	deny	verbs	755	DENY	1474:0 1655:0	lie admit	2	5	否认	nier	отрицать	negar	0.6363636363636364 0.36363636363636365	2.5 1.6	1.1 0.1	1.2 0.2	0.9787296037296033 0.3942890442890443
760	depart	verbs	1752	LEAVE	1704:1	separate	1	1	离开	partir	отходить	salir	2.272727272727273	1.8	0.4	0.3	1.220454545454545
761	depend	verbs	756	DEPEND	1304:0	rely	1	1	依赖	dépendre	зависеть	depender	4.090909090909091	3.9	1.5	2.1	3.006759906759907
762	depression	nouns			347:1	valley	1	1	凹地	dépression	депрессия	depresión	2.4545454545454546	1.2	0.0	3.0	1.0742424242424242
763	depth	nouns	2534	DEPTH	367:0	magnitude	1	1	深度	profondeur	глубина	profundidad	0.8181818181818182	1.8	1.2	1.1	1.4351398601398602
764	deputy	nouns			608:0	officer	1	1	副手	adjoint	лейтенант	diputado	1.3636363636363635	2.3	2.1	1.5	1.3031468531468524
765	dermatitis	nouns			1004:1	eczema	1	1	皮炎	dermatite	дерматит	dermatitis	3.4545454545454546	5.5	3.5	2.2	3.246561771561771
766	descend	verbs	2014	GO DOWN (DESCEND)	1418:1 1631:0	decrease retreat	2	2	降落	descendre	спускаться	descender	0.18181818181818182 0.09090909090909091	4.2 0.6	0.4 0.4	2.6 0.9	1.1645104895104896 0.9433566433566436
767	desert	nouns	3687	DESERT	354:0	dune	1	1	沙漠	désert	пустыня	Desierto	2.8181818181818183	3.3	2.1	2.5	1.8914335664335669
768	deserve	verbs			1703:0	earn	1	1	值得	mériter	заслуживать	merecer	1.2727272727272727	2.4	2.3	1.6	1.5744172494172497
769	desire	verbs	2960	LONGING (WISH)	1522:0	want	1	1	欲望	désirer	желать	desear	4.181818181818182	5.7	5.6	4.6	4.728554778554778
770	despair	nouns			899:0	misery	1	1	绝望	désespoir	отчаяние	desesperación	2.3636363636363638	3.7	1.7	2.4	2.807692307692308
771	despise	verbs	2715	DESPISE	1508:1 1567:0	hate charge	2	2	蔑视	mépriser	презирать	despreciar	3.0 0.0	4.8 1.6	3.1 0.3	4.4 0.6	3.5286713286713294 0.3416666666666666
772	destroy	verbs	681	DESTROY	1477:1	kill	1	6	毁灭	détruire	уничтожать	destruir	3.272727272727273	3.2	4.5	1.7	2.6441724941724933
773	destroy	verbs	681	DESTROY	1331:1 1499:0	decompose save	2	6	毁灭	détruire	уничтожить	destruir	2.6363636363636362 0.18181818181818182	3.9 1.2	0.6 0.0	3.2 0.1	1.8928321678321682 0.24772727272727277
774	destroy	verbs	681	DESTROY	1315:0 1498:0 1684:1	make construct create	3	6	毁灭	détruire	разрушать	destruir	0.18181818181818182 0.36363636363636365 0.36363636363636365	1.4 1.9 1.5	0.1 0.0 0.1	0.2 0.2 0.1	0.38595571095571096 0.3912587412587412 0.36928904428904424
775	destruction	nouns			826:0	construction	1	1	毁灭	destruction	разрушение	destrucción	0.2727272727272727	2.1	0.3	0.3	0.4916083916083917
776	detach	verbs			1478:1	split	1	1	分离	détacher	отрывать	despegar	3.1818181818181817	1.6	1.5	1.2	2.41486013986014
777	deteriorate	verbs			1673:0	wipe	1	1	恶化	détériorer	ухудшать	deteriorarse	0.0	0.4	0.0	0.4	0.18181818181818185
778	determine	verbs			1616:1	evacuate	1	2	确定	déterminer	определить	determinar	0.0	0.4	0.2	0.7	0.14166666666666664
779	determine	verbs			1711:0	predict	1	2	确定	déterminer	определять	determinar	0.18181818181818182	3.7	1.1	1.6	1.3124708624708628
780	development	nouns			885:1	fundraising	1	1	发展	développement	развитие	desarrollo	0.09090909090909091	1.9	0.0	0.8	0.42080419580419576
781	devil	nouns	1973	DEMON	671:1	god	1	1	魔鬼	diable	дьявол	diablo	0.09090909090909091	2.5	0.4	0.6	0.78502331002331
782	devious	adjectives			1282:0	untrustworthy	1	1	狡诈	sournois	коварный	tortuoso	2.1818181818181817	5.7	2.2	1.0	2.4213869463869466
783	diamond	nouns			627:1	money	1	1	钻石	diamant	бриллиант	diamante	1.0909090909090908	2.4	0.8	0.7	0.9013986013986014
784	dice	nouns			53:0	cube	1	1	骰子	dé	игральная кость	dado	2.4545454545454546	4.6	2.9	3.5	2.77132867132867
785	dictionary	nouns			507:1 828:0 1015:0	word definition encyclopedia	3	3	字典	dictionnaire	словарь	diccionario	0.45454545454545453 0.6363636363636364 1.7272727272727273	2.7 3.0 4.8	0.8 2.4 1.9	1.2 2.6 2.5	1.3061771561771562 1.4676573426573425 2.4375874125874124
786	die	verbs	1494	DIE	1334:1 1396:0	bury disintegrate	2	2	死	mourir	умереть	morir	2.090909090909091 0.2727272727272727	2.2 3.4	0.8 0.7	1.0 0.7	1.2800116550116551 0.8233682983682984
787	diet	nouns			1009:0	salad	1	2	减肥	régime	диета	dieta	0.5454545454545454	1.7	0.7	1.0	0.8697552447552446
788	diet	nouns			1034:0	apple	1	2	饮食	régime	диета	dieta	0.7272727272727273	1.2	0.6	0.9	0.6297785547785547
789	differ	verbs			1369:1 1465:1	agree argue	2	2	不同	différer	различаться	diferir de	0.0 0.2727272727272727	1.4 1.6	0.0 0.3	0.3 2.9	0.28898601398601403 1.492365967365967
790	difference	nouns			119:1	remainder	1	1	差数	différence	разница	diferencia	2.3636363636363638	3.0	1.8	0.4	1.7941142191142194
791	different	adjectives	2504	DIFFERENT	1256:0	normal	1	1	不同	différent	необычный	diferente	0.0	1.8	0.1	0.2	0.4409090909090909
792	differently	adverbs			1817:0	oddly	1	2	不同的	différemment	иначе	diferentemente	0.36363636363636365	1.7	1.4	1.6	1.3601981351981358
793	differently	adverbs			1871:0	terminally	1	2	不同	différemment	иначе	diferentemente	0.0	0.0	0.1	0.0	0.12231934731934734
794	difficult	adjectives	584	DIFFICULT	1062:1	hard	1	3	困难	ardu	трудный	difícil	4.454545454545454	6.0	4.3	2.8	3.987179487179487
795	difficult	adjectives	584	DIFFICULT	1097:1	easy	1	3	困难	difficile	трудный	difícil	0.18181818181818182	1.7	0.2	0.2	0.3851981351981353
796	difficult	adjectives	584	DIFFICULT	1110:0	simple	1	3	困难	difficile	тяжелый	difícil	0.18181818181818182	1.8	0.0	0.2	0.46928904428904433
797	difficulty	nouns			227:1	effort	1	1	困难	difficulté	трудность	dificultad	0.18181818181818182	3.6	1.4	2.7	1.9400349650349649
798	digit	nouns			167:0 493:1	number cytoplasm	2	2	数字	chiffre	цифра	dígito	4.545454545454546 0.0	5.2 0.0	4.6 0.0	4.9 0.0	4.908275058275059 0.049999999999999996
799	dignity	nouns			336:1	insignia	1	1	尊严	honneur	достоинство	dignidad	0.0	1.9	0.3	0.4	0.6275058275058275
800	dinner	nouns	1833	DINNER (SUPPER)	251:1	meal	1	4	晚饭	dîner	ужин	cena	2.909090909090909	4.2	3.0	3.6	3.5201048951048945
801	dinner	nouns	1833	DINNER (SUPPER)	39:0 149:0 243:0	chicken soup breakfast	3	4	晚餐	dîner	ужин	cena	0.2727272727272727 0.45454545454545453 0.8181818181818182	1.7 3.2 3.4	0.6 1.0 0.5	1.6 2.1 1.4	0.7948135198135199 1.442773892773893 1.404195804195804
802	dinosaur	nouns			267:0	elephant	1	1	恐龙	dinosaure	динозавр	dinosaurio	0.18181818181818182	1.7	0.5	0.9	0.6646853146853148
803	diode	nouns			176:1	capacitor	1	1	二极管	diode	диод	diodo	0.36363636363636365	1.9	1.4	2.1	1.387412587412587
804	diplomacy	nouns			563:0	negotiation	1	1	外交	diplomatie	дипломатия	diplomacia	1.8181818181818181	3.8	1.9	2.5	2.3921911421911415
805	director	nouns			446:0	cinematography	1	2	导演	réalisateur	режиссер	director	1.1818181818181819	2.4	1.2	2.1	1.2000582750582744
806	director	nouns			934:0	boss	1	2	董事	réalisateur	директор	director	4.2727272727272725	2.2	4.5	4.5	3.863869463869463
807	dirt	nouns	25	DIRT	861:1	mud	1	1	泥土	saleté	грязь	suciedad	5.090909090909091	3.4	4.8	2.3	3.475874125874126
808	dirty	adjectives	1230	DIRTY	1060:1 1206:0 1216:0 1235:0	sticky amazing narrow cheap	4	4	脏	sale	грязный	sucio	0.6363636363636364 0.0 0.0 0.6363636363636364	2.5 0.7 0.2 0.3	1.8 0.0 0.0 0.0	1.6 0.0 0.0 0.0	1.3651515151515152 0.125 0.05833333333333333 0.3382284382284382
809	disagree	verbs			1366:1 1541:1	agree fight	2	2	不同意	être en désaccord	противоречить	discrepar	0.36363636363636365 0.0	1.7 3.6	0.1 0.5	0.8 1.0	0.4518648018648019 1.1974358974358974
810	disappear	verbs	485	DISAPPEAR	1555:1	vanish	1	3	消逝	disparaître	исчезать	desaparecer	3.5454545454545454	5.5	5.2	5.3	4.984382284382285
811	disappear	verbs	485	DISAPPEAR	1340:1 1763:0	find shrink	2	3	消失	disparaître	исчезать	desaparecer	0.0 0.2727272727272727	0.4 1.8	0.0 0.9	0.3 0.4	0.25000000000000006 1.2980769230769234
812	disc	nouns			7:0	computer	1	1	磁盘	disque	диск	disco	0.5454545454545454	2.3	1.4	1.3	1.009207459207459
813	discourage	verbs			1635:1	fail	1	4	使气馁	décourager	обескураживать	desalentar	3.0	2.0	0.4	0.9	0.8412004662004661
814	discourage	verbs			1411:1 1678:1 1693:1	frustrate encourage upset	3	4	使气馁	décourager	отговаривать	desalentar	4.7272727272727275 0.36363636363636365 2.272727272727273	3.3 1.7 2.3	0.3 0.1 0.0	3.5 0.3 0.6	2.6525058275058284 0.35337995337995337 1.2517482517482512
815	discover	verbs			1336:0	originate	1	3	发现	découvrir	открывать	descubrir	0.2727272727272727	0.4	0.1	1.5	0.7136946386946387
816	discover	verbs			1355:1 1382:1	realize explore	2	3	发现	découvrir	обнаруживать	descubrir	3.8181818181818183 2.8181818181818183	3.0 4.6	2.6 2.3	4.6 3.1	3.497960372960373 2.687762237762238
817	discreetly	adverbs			1774:0	politely	1	2	谨慎地	discrètement	благоразумно	discretamente	0.6363636363636364	2.3	0.8	1.9	1.4386946386946387
818	discreetly	adverbs			1874:1	obviously	1	2	不显眼地	discrètement	благоразумно	discretamente	0.36363636363636365	1.1	0.5	0.4	0.285955710955711
819	discuss	verbs			1712:0	explain	1	1	讨论	discuter	обсуждать	discutir	2.0	2.9	1.1	1.3	1.6675407925407926
820	discussion	nouns			304:0	argument	1	1	讨论	discussion	дискуссия	conversación	3.6363636363636362	5.2	3.8	2.7	2.7450466200466206
821	disease	nouns	1986	DISEASE	579:0	infection	1	2	疾病	maladie	болезнь	dolencia	2.909090909090909	4.5	3.1	2.0	3.1449883449883447
822	disease	nouns	1986	DISEASE	884:1	danger	1	2	疾病	maladie	болезнь	enfermedad	0.45454545454545453	1.4	0.6	0.8	0.6407925407925408
823	disembodied	adjectives			1059:0	spiritual	1	1	无实体	désincarné	бестелесный	incorpóreo	2.6363636363636362	4.2	3.3	3.2	2.4046620046620046
824	disguise	verbs			1756:0	cover	1	1	掩饰	déguiser	маскировать	disfrazar	4.0	3.1	3.0	1.3	2.6185314685314687
825	dishonest	adjectives			1232:1 1244:0	bad truthful	2	2	不诚实	malhonnête	нечестный	deshonesto	0.8181818181818182 0.09090909090909091	3.3 1.0	1.1 0.0	1.5 0.1	1.5219114219114216 0.2965617715617716
826	disintegrate	verbs			1396:1	die	1	1	分化	se désintégrer	распадаться	desintegrarse	0.2727272727272727	3.4	0.7	0.7	0.8233682983682984
827	disk	nouns			383:1	charger	1	1	磁盘	disque	диск	disco	0.09090909090909091	1.2	1.2	0.4	0.35180652680652685
828	disorganized	verbs			1723:0	organized	1	1	杂乱无章	désorganisé	беспорядочный	desorganizado	0.36363636363636365	1.7	0.0	0.1	0.37762237762237766
829	disown	verbs			1464:0	neglect	1	3	断绝亲子关系	renier	отрекаться	desconocer	0.0	1.9	0.0	1.5	0.9075757575757576
830	disown	verbs			1715:1	give	1	3	断绝亲子关系	désavouer	отрекаться	desconocer	0.0	0.2	0.0	0.1	0.23898601398601402
831	disown	verbs			1734:1	renounce	1	3	断绝亲子关系	renier	отрицать	desconocer	1.2727272727272727	3.2	3.3	0.9	2.3290792540792538
832	disprove	verbs			1534:1	allow	1	1	反驳	réfuter	опровергать	refutar	0.0	0.5	0.1	0.5	0.15
833	dissolve	verbs			1424:1	mix	1	2	溶解	dissoudre	растворять	disolver	0.5454545454545454	3.5	1.8	2.0	1.3426573426573434
834	dissolve	verbs			1730:0	melt	1	2	溶解	dissoudre	растворяться	disolver	3.8181818181818183	5.1	2.0	2.5	2.874592074592075
835	distance	nouns	2978	DISTANCE	1051:1	perspective	1	1	距离	distance	расстояние	distancia	0.2727272727272727	3.1	0.8	2.4	1.1502331002331008
836	disturb	verbs	2883	DISTURB	1695:1	bother	1	1	扰乱	déranger	мешать	interrumpir	3.8181818181818183	5.9	3.2	3.2	2.9970279720279724
837	dive	verbs	119	DIVE	1394:1	create	1	1	潜水	plonger	нырять	bucear	0.0	0.2	0.0	0.0	0.06590909090909092
838	divide	verbs	1119	DIVIDE	1575:0	unite	1	3	划分	diviser	делить	dividir	0.36363636363636365	1.9	0.1	0.2	0.47837995337995337
839	divide	verbs	1119	DIVIDE	1466:1 1731:1	multiply add	2	3	除	diviser	делить	dividir	0.5454545454545454 0.45454545454545453	2.4 1.8	0.1 0.1	0.7 0.3	0.7195804195804194 0.6241258741258741
840	division	nouns			900:1	multiplication	1	1	除法	division	деление	división	0.9090909090909091	2.9	0.7	0.5	1.1636946386946385
841	do	verbs	813	DO	1488:0	quit	1	2	做	faire	делать	hacer	0.0	1.4	0.2	0.4	0.39731934731934726
842	do	verbs	813	DO	1595:0	happen	1	2	做	faire	действовать	hacer	0.0	1.8	1.9	0.6	0.8561771561771562
843	doctor	nouns	597	PHYSICIAN	170:0	orthodontist	1	4	医生	docteur	врач	médico	3.5454545454545454	3.6	2.1	2.1	2.6021561771561768
844	doctor	nouns	597	PHYSICIAN	531:1	physician	1	4	医生	docteur	врач	doctor	4.818181818181818	5.8	2.8	5.3	4.909207459207459
845	doctor	nouns	597	PHYSICIAN	534:0	temper	1	4	医生	médecin	врач	médico	0.0	0.0	0.3	0.3	0.096969696969697
846	doctor	nouns	597	PHYSICIAN	904:0	professor	1	4	医生	médecin	доктор	médico	0.9090909090909091	2.9	1.4	0.8	1.658275058275058
847	dog	nouns	2009	DOG	601:0 895:0	cat horse	2	2	狗	chien	собака	perro	0.45454545454545453 0.8181818181818182	2.5 2.1	0.4 0.3	0.7 0.5	0.9338578088578089 0.9188811188811195
848	dollar	nouns			201:0 547:0	millionaire people	2	2	元	dollar	доллар	dólar	0.0 0.0	2.0 0.1	1.2 0.0	1.1 0.1	0.8578671328671329 0.09166666666666667
849	dominate	verbs			1669:1 1700:1	overcome win	2	2	统治	dominer	доминировать	dominar	0.18181818181818182 0.36363636363636365	4.3 3.4	1.9 1.5	2.4 2.4	1.7978438228438225 1.7429487179487184
850	door	nouns	1567	DOOR	33:0 136:0 164:1 306:1 434:1 679:0 719:0 782:0 800:0 841:1	gate kitchen presence fraternity bell floor cellar corridor doorway window	10	10	门	porte	дверь	puerta	5.545454545454546 0.0 0.0 0.0 0.0 0.0 0.36363636363636365 0.36363636363636365 3.6363636363636362 0.45454545454545453	4.8 0.9 0.3 0.0 2.3 0.7 1.2 2.0 3.1 2.6	3.6 0.8 0.2 0.0 1.0 0.6 0.6 0.7 3.0 0.6	4.9 0.7 0.6 0.4 0.3 0.9 0.3 0.6 2.4 0.9	4.088344988344989 0.42004662004662013 0.15 0.06666666666666667 0.573018648018648 0.5283799533799534 0.45186480186480193 0.7253496503496505 3.2564685314685318 1.047202797202797
