word	pos	wordnet_id	nltk_name	hypernyms	hyponyms	hypernym_names	hyponym_names	in_degree	out_degree
embrace	v	01424456-v	embrace.v.02	01216522-v	01425511-v;01424867-v;01606018-v	clasp.v.01	cuddle.v.02;clinch.v.04;interlock.v.03	1	3
cuddle	v	01424948-v	cuddle.v.01	01220303-v		cling_to.v.01		1	0
breed	v	01429455-v	breed.v.03	01621555-v	01429663-v;01429953-v	produce.v.02	mongrelize.v.01;crossbreed.v.01	1	2
logical	a	01430111-a	logical.a.01					0	0
snog	v	01431230-v	snog.v.01	01206218-v	01431879-v	touch.v.01	smack.v.04	1	1
lick	v	01432176-v	lick.v.02	01225970-v	01432353-v	stroke.v.01	tongue.v.02	1	1
bear	v	01432601-v	bear.v.04	01449974-v	01451351-v	transport.v.02	frogmarch.v.02	1	1
long	a	01433493-a	long.a.02					0	0
bring	v	01434140-v	bring.v.06					0	0
elongated	s	01434218-a	elongated.s.01					0	0
transmit	v	01435380-v	transmit.v.04	01850315-v	01436290-v;01436139-v;01433294-v;01436518-v;01437254-v;01436015-v	move.v.02	translate.v.04;propagate.v.03;bring.v.04;turn.v.08;send.v.02;project.v.03	1	6
short	a	01436003-a	short.a.02					0	0
long	a	01437963-a	long.a.01					0	0
deliver	v	01438304-v	deliver.v.02	01433294-v	01438585-v;01438681-v;01489465-v;02348459-v	bring.v.04	misdeliver.v.01;serve.v.11;drop.v.08;consign.v.03	1	4
catch	v	01439190-v	catch.v.04	01212572-v	01440378-v;01365709-v;01140515-v;01140794-v;01365945-v	seize.v.01	intercept.v.01;hook.v.08;harpoon.v.01;fish.v.02;net.v.04	1	5
snatch	v	01439745-v	snatch.v.01	01212572-v	01440010-v	seize.v.01	swoop.v.03	1	1
stick	v	01441793-v	stick.v.13	01441510-v		pierce.v.04		1	0
short	a	01442186-a	short.a.01					0	0
punch	v	01442779-v	punch.v.03	01441100-v		pierce.v.05		1	0
sting	v	01445407-v	sting.v.02	01441100-v		pierce.v.05		1	0
bite	v	01445932-v	bite.v.01	01224001-v	01445756-v;01446569-v;01446301-v;01446420-v;01446729-v;01445597-v	grip.v.01	snap_at.v.01;nip.v.02;snap.v.12;nibble.v.02;nibble.v.01;gnaw.v.01	1	6
loose	a	01446749-a	loose.a.03					0	0
press	v	01447257-v	press.v.01	01206218-v	01593937-v;01594978-v;01447868-v;01597096-v;01605291-v;01872645-v	touch.v.01	squash.v.01;crunch.v.02;squeeze.v.02;drag_down.v.01;knuckle.v.01;push.v.05	1	6
tight	a	01447302-a	tight.a.01					0	0
press	v	01447632-v	press.v.11	01871979-v		push.v.01		1	0
pull	v	01448100-v	pull.v.01	01850315-v	01449591-v;01592072-v;01592306-v;01449053-v;01454810-v;01449236-v;01453109-v;01592456-v;01453433-v;01452546-v;01505254-v;01448778-v;01449427-v	move.v.02	stretch.v.07;yank.v.01;winch.v.01;pull_back.v.03;haul.v.01;adduct.v.01;tug.v.06;pluck.v.01;drag.v.01;pluck.v.04;attract.v.01;twitch.v.05;abduct.v.02	1	13
lost	a	01449564-a	lost.a.01					0	0
give	v	01449796-v	give.v.33	00240810-v		stretch.v.04		1	0
transport	v	01449974-v	transport.v.02	01850315-v	01452255-v;01433159-v;01949817-v;01450792-v;01451502-v;01239202-v;01433042-v;01454246-v;01436391-v;02077656-v;01432601-v;01239054-v;01451842-v;01450961-v;01451176-v	move.v.02	haul.v.02;return.v.07;chariot.v.01;port.v.05;cart.v.02;port.v.06;bucket.v.02;lug.v.01;pipe_in.v.01;bring.v.01;bear.v.04;shoulder.v.03;fly.v.04;porter.v.01;pack.v.04	1	15
lost	a	01450969-a	lost.a.03					0	0
haul	v	01452255-v	haul.v.02	01449974-v	01602191-v;01602096-v	transport.v.02	piggyback.v.02;piggyback.v.03	1	2
loud	a	01452593-a	loud.a.01					0	0
drag	v	01453433-v	drag.v.01	01448100-v	01453969-v;01453718-v	pull.v.01	trail.v.05;shlep.v.02	1	2
soft	a	01454636-a	soft.a.03					0	0
pinch	v	01456771-v	pinch.v.01	01224001-v	01457079-v;01592669-v	grip.v.01	goose.v.01;tweak.v.01	1	2
embryo	n	01458842-n	embryo.n.02	00015388-n	01462544-n;01462803-n;01461646-n	animal.n.01	gastrula.n.01;morula.n.01;blastula.n.01	1	3
arrange	v	01463963-v	arrange.v.01	01494310-v	01360197-v;01465732-v;01503404-v;01542525-v;01504130-v;01465921-v;01465506-v;00276883-v;01360715-v;00278280-v;01466543-v;00277935-v;01466198-v;01614079-v;00275607-v;01360571-v;01543000-v;01474209-v;01392080-v;01465218-v;01464931-v;00279075-v;01483779-v;00404642-v;01359432-v;02704213-v;00277659-v;01464781-v;01466047-v;01607445-v;00506952-v;01466303-v;00279239-v	put.v.01	marshal.v.02;cascade.v.02;stack.v.02;drape.v.01;stagger.v.03;settle.v.11;concord.v.03;order.v.06;string_out.v.01;rearrange.v.01;dress.v.09;straighten.v.06;corral.v.02;gradate.v.01;regularize.v.02;string.v.04;drape.v.02;range.v.05;preen.v.01;pair.v.04;chain.v.01;serialize.v.01;pack.v.03;organize.v.04;string.v.01;line_up.v.01;order.v.05;stack.v.03;pyramid.v.03;set.v.06;stratify.v.02;catenate.v.01;alphabetize.v.01	1	33
amatory	s	01465214-a	amatory.s.01					0	0
surround	v	01467370-v	surround.v.01	01205696-v	01607716-v;02724126-v;01467751-v;01471434-v;01467917-v;01587062-v	touch.v.05	hem_in.v.01;cloister.v.01;fringe.v.02;cloister.v.02;girdle.v.02;enclose.v.03	1	6
lucky	a	01468097-a	lucky.a.02					0	0
kidnap	v	01471043-v	kidnap.v.01	01213614-v	01471547-v	seize.v.02	shanghai.v.01	1	1
major	a	01471538-a	major.a.02					0	0
minor	a	01471723-a	minor.a.02					0	0
major	a	01471848-a	major.a.07					0	0
scramble	v	01472807-v	scramble.v.03	00276373-v	01473020-v	disorder.v.02	tumble.v.06	1	1
capture	v	01480149-v	capture.v.06	02210855-v	01480641-v;01382818-v;01480025-v;01479874-v;01143838-v;01480770-v	get.v.01	rat.v.05;frog.v.01;batfowl.v.01;bag.v.01;hunt.v.01;trap.v.02	1	6
hang	v	01481360-v	hang.v.02	01340439-v	01481154-v;02105453-v	fasten.v.01	suspend.v.01;sling.v.02	1	2
married	a	01481612-a	married.a.01					0	0
unmarried	a	01482228-a	unmarried.a.01					0	0
shark	n	01482330-n	shark.n.01	01482071-n	01488918-n;01486838-n;01494475-n;01487506-n;01491874-n;01488385-n;01483021-n;01495493-n;01488038-n;01483522-n;01486010-n;01486540-n	elasmobranch.n.01	requiem_shark.n.01;nurse_shark.n.01;hammerhead.n.03;sand_tiger.n.01;dogfish.n.02;cat_shark.n.01;cow_shark.n.01;angel_shark.n.01;whale_shark.n.01;mackerel_shark.n.01;thresher.n.02;carpet_shark.n.01	1	12
pack	v	01482449-v	pack.v.01	01486312-v	01485839-v;01487008-v;01493234-v;01482744-v	encase.v.01	bag.v.05;bundle.v.01;stow.v.01;containerize.v.01	1	4
womanly	a	01484987-a	womanly.a.01					0	0
mature	a	01488245-a	mature.a.03					0	0
childish	s	01493016-a	childish.s.01					0	0
ripe	a	01493173-a	ripe.a.01					0	0
green	a	01493897-a	green.a.03					0	0
seasonal	a	01494273-a	seasonal.a.01					0	0
put	v	01494310-v	put.v.01	01850315-v	01500082-v;01497458-v;01498498-v;01547641-v;01502946-v;01988325-v;01610101-v;01497750-v;01606574-v;02097341-v;01546768-v;01503101-v;01616901-v;01496630-v;01988080-v;01500214-v;01613239-v;01469263-v;01498319-v;01544692-v;01497864-v;01498166-v;01496497-v;01308381-v;01501793-v;01612295-v;01544285-v;01502122-v;01575675-v;01493619-v;01501960-v;02689146-v;01498872-v;01602665-v;01567275-v;01256487-v;01499265-v;01499692-v;01248405-v;01499948-v;01469445-v;01502540-v;01612084-v;01607590-v;01497292-v;01499006-v;01247426-v;01578993-v;01498615-v;01502279-v;01613391-v;01463963-v;01611240-v;01502654-v;01425348-v;01987160-v;01371201-v;01543998-v;01499849-v;01008719-v;00187526-v;01497634-v;01496978-v;01248205-v;01987781-v;01496843-v;01988458-v;01434822-v;01493380-v;01498713-v;01500873-v;01569566-v;01502441-v;01308681-v;01517515-v;01500372-v;01376620-v	move.v.02	bed.v.03;trench.v.04;middle.v.01;recline.v.02;pillow.v.01;marshal.v.01;rest.v.08;shelve.v.02;lean.v.02;throw.v.08;stand.v.10;misplace.v.01;seat.v.06;emplace.v.02;space.v.01;appose.v.01;set.v.16;superimpose.v.01;sign.v.06;lay.v.02;jar.v.05;repose.v.06;dispose.v.04;replace.v.03;misplace.v.02;cram.v.02;seat.v.07;set_down.v.03;situate.v.02;ensconce.v.01;juxtapose.v.01;imbricate.v.01;recess.v.01;poise.v.03;plant.v.01;step.v.08;throw.v.04;tee.v.01;prepose.v.01;coffin.v.01;superpose.v.01;barrel.v.01;load.v.04;clap.v.01;underlay.v.02;reposition.v.02;cock.v.02;ladle.v.01;parallelize.v.01;bottle.v.02;siphon.v.02;arrange.v.01;perch.v.03;ground.v.03;nestle.v.03;position.v.01;plant.v.05;seat.v.01;rack_up.v.02;docket.v.01;insert.v.02;pigeonhole.v.01;ship.v.05;postpose.v.01;glycerolize.v.01;emplace.v.01;settle.v.01;pile.v.03;park.v.01;butt.v.03;sow.v.01;install.v.01;bucket.v.01;stratify.v.04;upend.v.02;set_down.v.04;intersperse.v.01	1	77
maximal	a	01495725-a	maximal.a.01					0	0
minimal	a	01496021-a	minimal.a.01					0	0
meaningful	a	01496976-a	meaningful.a.01					0	0
mechanical	a	01499686-a	mechanical.a.01					0	0
sow	v	01500873-v	sow.v.01	01494310-v	01501184-v;01501676-v;01501347-v	put.v.01	broadcast.v.02;scatter.v.04;inseminate.v.01	1	3
bird	n	01503061-n	bird.n.01	01471682-n	01831712-n;01514859-n;01822602-n;01514926-n;01517565-n;01834918-n;01524359-n;01825930-n;01503976-n;01515078-n;01816887-n;01524761-n;01516609-n;01517036-n;01789386-n;01838038-n;01604330-n;01515303-n;01844231-n;01516212-n;01514668-n;01517966-n;01844917-n;01515583-n;01517389-n;02511730-n	vertebrate.n.01	apodiform_bird.n.01;hen.n.02;cuculiform_bird.n.01;nester.n.02;ratite.n.01;caprimulgiform_bird.n.01;passerine.n.01;coraciiform_bird.n.01;dickeybird.n.01;night_bird.n.01;parrot.n.01;nonpasserine_bird.n.01;sinornis.n.01;ibero-mesornis.n.01;gallinaceous_bird.n.01;piciform_bird.n.01;bird_of_prey.n.01;bird_of_passage.n.02;trogon.n.01;archaeopteryx.n.01;cock.n.05;carinate.n.01;aquatic_bird.n.01;protoavis.n.01;archaeornis.n.01;twitterer.n.01	1	26
misplace	v	01503101-v	misplace.v.01	01494310-v		put.v.01		1	0
stack	v	01503404-v	stack.v.02	01463963-v	01503841-v;01503736-v	arrange.v.01	cord.v.01;rick.v.01	1	2
wrestle	v	01504699-v	wrestle.v.04	01090335-v	01504910-v	contend.v.06	mudwrestle.v.01	1	1
attract	v	01505254-v	attract.v.01	01448100-v	01808218-v;01452918-v;01505958-v;01506583-v	pull.v.01	bring.v.10;tug.v.01;catch.v.07;draw_in.v.01	1	4
musical	a	01505462-a	musical.a.02					0	0
frozen	s	01506945-a	frozen.s.04					0	0
hurl	v	01507143-v	hurl.v.01	01508368-v	01514348-v;01507407-v;01616738-v;01507596-v	throw.v.01	sling.v.01;crash.v.10;bowl.v.02;precipitate.v.05	1	4
crash	v	01507407-v	crash.v.10	01507143-v		hurl.v.01		1	0
throw	v	01508368-v	throw.v.01	01511706-v	02231473-v;01509933-v;01512465-v;01893465-v;01510082-v;01604814-v;01515924-v;01242689-v;01509584-v;01507143-v;01509492-v;01513290-v;01406684-v;01498005-v;01509824-v;01507914-v;01507792-v;01514525-v;01508884-v;01509079-v	propel.v.01	pass.v.20;ridge.v.03;fling.v.01;flip.v.05;jettison.v.02;juggle.v.04;skim.v.04;slam.v.04;drive.v.09;hurl.v.01;shy.v.02;lob.v.01;ground.v.07;prostrate.v.03;deep-six.v.02;pelt.v.01;heave.v.02;chuck.v.01;defenestrate.v.01;deliver.v.11	1	20
mild	a	01508719-a	mild.a.01					0	0
intense	a	01509527-a	intense.a.01					0	0
fling	v	01512465-v	fling.v.01	01508368-v	01512625-v	throw.v.01	flip.v.06	1	1
flip	v	01512625-v	flip.v.06	01512465-v	01513045-v;01513145-v;01512921-v	fling.v.01	lag.v.03;throw_back.v.01;submarine.v.02	1	3
launch	v	01514655-v	launch.v.02	01511706-v	01514887-v;01515056-v	propel.v.01	float.v.06;blast_off.v.01	1	2
civilian	a	01517921-a	civilian.a.01					0	0
quenched	s	01519673-a	quenched.s.01					0	0
wind	v	01522052-v	wind.v.05	00420132-v		tighten.v.01		1	0
mobile	a	01522376-a	mobile.a.02					0	0
coil	v	01523986-v	coil.v.03	01522276-v		wind.v.03		1	0
deluge	v	01524523-v	deluge.v.01	00452512-v		fill.v.01		1	0
run	v	01526290-v	run.v.13	01525666-v		function.v.01		1	0
dislodge	v	01527508-v	dislodge.v.03	02013571-v	01527754-v	displace.v.01	throw.v.13	1	1
wash	v	01535246-v	wash.v.03	01532589-v	01535915-v;01536776-v;01537114-v;01537271-v;01536168-v;01536663-v;01536925-v;01535742-v;01270116-v;01536076-v	clean.v.01	pressure-wash.v.01;stonewash.v.01;machine_wash.v.01;acid-wash.v.01;rinse.v.01;cradle.v.05;handwash.v.01;wash_out.v.02;water-wash.v.01;suds.v.01	1	10
modern	a	01535709-a	modern.a.01					0	0
modest	a	01537885-a	modest.a.04					0	0
spill	v	01541579-v	spill.v.03	01850315-v	01542056-v	move.v.02	seed.v.01	1	1
molecular	a	01542252-a	molecular.a.02					0	0
sit	v	01543123-v	sit.v.01		01545314-v;01528339-v;01543426-v;01543731-v		squat.v.01;lounge.v.01;sprawl.v.01;perch.v.01	0	4
lay	v	01544692-v	lay.v.02	01494310-v	01545079-v;02456851-v;01545208-v;02456493-v;01503268-v	put.v.01	lay.v.04;rebury.v.01;blow.v.17;bury.v.02;rail.v.07	1	5
squat	v	01545314-v	squat.v.01	01543123-v		sit.v.01		1	0
kneel	v	01545649-v	kneel.v.01	01545883-v		rest.v.01		1	0
stand	v	01546111-v	stand.v.01	01545883-v	02036755-v;01546513-v;01546633-v	rest.v.01	line_up.v.03;ramp.v.05;stand_back.v.02	1	3
moral	a	01548193-a	moral.a.01					0	0
strike	v	01549420-v	strike.v.14	01549187-v		delete.v.01		1	0
crop	v	01553761-v	crop.v.01	00561090-v		cut.v.32		1	0
moving	a	01560513-a	moving.a.02					0	0
crash	v	01562061-v	crash.v.05	00397576-v		disintegrate.v.01		1	0
inactive	s	01564315-a	inactive.s.10					0	0
plant	v	01567275-v	plant.v.01	01494310-v	01568489-v;01567888-v;01529194-v;01567653-v;01529292-v;01567754-v;01529407-v;01616293-v	put.v.01	replant.v.01;afforest.v.01;root.v.03;bed.v.02;puddle.v.03;dibble.v.01;checkrow.v.01;tree.v.02	1	8
international	a	01568375-a	international.a.01					0	0
install	v	01569566-v	install.v.01	01494310-v	01569896-v;01570403-v;01570258-v	put.v.01	retrofit.v.02;post.v.10;reinstall.v.01	1	3
install	v	01570108-v	install.v.03					0	0
decapitate	v	01571354-v	decapitate.v.01	01323958-v	01571538-v	kill.v.01	guillotine.v.01	1	1
artificial	a	01571363-a	artificial.a.01					0	0
crop	v	01576478-v	crop.v.04	01178565-v	01204581-v;01576779-v	feed.v.02	grass.v.05;drift.v.08	1	2
ultimate	a	01578312-a	ultimate.a.01					0	0
soak	v	01578513-v	soak.v.01	01577635-v		immerse.v.01		1	0
necessary	a	01580050-a	necessary.a.01					0	0
nice	a	01586342-a	nice.a.01					0	0
nasty	a	01587077-a	nasty.a.01					0	0
noble	a	01588172-a	noble.a.03					0	0
noble	a	01590115-a	noble.a.02					0	0
normal	a	01593649-a	normal.a.01					0	0
squash	v	01593937-v	squash.v.01	01447257-v	01594782-v;01594514-v;01350971-v;01594362-v;01594664-v	press.v.01	telescope.v.01;steamroller.v.03;wring.v.04;stamp.v.08;tread.v.03	1	5
abnormal	a	01595596-a	abnormal.a.01					0	0
noxious	a	01611067-a	noxious.a.01					0	0
dribble	v	01611516-v	dribble.v.02	02069551-v		pour.v.01		1	0
spread	v	01611746-v	spread.v.10					0	0
load	v	01612084-v	load.v.04	01494310-v		put.v.01		1	0
eagle	n	01613294-n	eagle.n.01	01604330-n	01613807-n;01614556-n;01615121-n;01614925-n;01614038-n;01614343-n	bird_of_prey.n.01	eaglet.n.01;tawny_eagle.n.01;sea_eagle.n.02;bald_eagle.n.01;harpy.n.04;golden_eagle.n.01	1	6
objective	a	01615180-a	objective.a.01					0	0
subjective	a	01615925-a	subjective.a.01					0	0
obvious	a	01618053-a	obvious.a.01					0	0
owl	n	01621127-n	owl.n.01	01604330-n	01623425-n;01625562-n;01624305-n;01623615-n;01625121-n;01623880-n;01623110-n;01623706-n;01622352-n;01622959-n;01621635-n;01622120-n;01622779-n;01624833-n;01624537-n	bird_of_prey.n.01	screech_owl.n.02;barn_owl.n.01;hoot_owl.n.01;screech_owl.n.01;laughing_owl.n.01;spotted_owl.n.01;barred_owl.n.01;scops_owl.n.01;horned_owl.n.01;tawny_owl.n.01;owlet.n.01;little_owl.n.01;great_grey_owl.n.01;long-eared_owl.n.01;hawk_owl.n.01	1	15
produce	v	01621555-v	produce.v.02		01681913-v;01739263-v;01623489-v;01622595-v;01736822-v;01750813-v;01756277-v;01675780-v;01625206-v;01622445-v;01623656-v;01625044-v;01625343-v;01623967-v;01625532-v;01623027-v;01625666-v;01622795-v;01752316-v;01629000-v;01623365-v;01623792-v;01619725-v;01628197-v;01429455-v;01625985-v;01745722-v;01739675-v		smelt.v.01;prefabricate.v.01;custom-make.v.01;underproduce.v.01;reproduce.v.01;confect.v.01;cut.v.21;extrude.v.01;overproduce.v.02;prefabricate.v.02;dummy.v.01;churn_out.v.02;elaborate.v.02;machine.v.02;put_out.v.02;pulse.v.02;laminate.v.01;output.v.01;proof.v.01;render.v.04;clap_up.v.01;turn_out.v.03;remake.v.01;generate.v.03;breed.v.03;bootleg.v.02;print.v.01;fudge_together.v.01	0	28
free	s	01624010-a	free.s.04					0	0
offensive	a	01624633-a	offensive.a.05					0	0
generate	v	01627355-v	generate.v.01	01617192-v	01644050-v;01627947-v;01627779-v;01757994-v	make.v.03	induce.v.01;develop.v.13;come_up.v.01;release.v.09	1	4
offensive	a	01628946-a	offensive.a.02					0	0
render	v	01629000-v	render.v.04	01621555-v		produce.v.02		1	0
official	a	01632537-a	official.a.01					0	0
fabricate	v	01634424-v	fabricate.v.02	01634142-v	01639500-v;01634887-v;01739545-v;01635056-v;01634734-v	think_up.v.01	spin.v.04;confabulate.v.01;vamp.v.01;trump_up.v.01;mythologize.v.01	1	5
established	a	01635146-a	established.a.01					0	0
imagine	v	01636397-v	imagine.v.01	01631534-v	01636221-v;01637166-v;01637368-v;01636008-v;01635432-v;01636859-v;01637633-v;01636993-v	create_by_mental_act.v.01	envision.v.02;think.v.05;fantasy.v.01;visualize.v.03;visualize.v.01;fantasize.v.02;dream.v.01;prefigure.v.01	1	8
discover	v	01637982-v	discover.v.03	01633343-v		gestate.v.01		1	0
spin	v	01639364-v	spin.v.05	01653013-v		create_from_raw_material.v.01		1	0
design	v	01639714-v	design.v.04	01631534-v	01640107-v;00711550-v;01683582-v	create_by_mental_act.v.01	redesign.v.01;engineer.v.01;blueprint.v.01	1	3
frog	n	01639765-n	frog.n.01	01627424-n	01648139-n;01654863-n;01649170-n;01642943-n;01653026-n;01645466-n;01643507-n;01650167-n;01653773-n;01648620-n;01644373-n;01640846-n;01645776-n;01653223-n;01644900-n;01643896-n;01648356-n;01643255-n;01653509-n	amphibian.n.03	obstetrical_toad.n.01;south_american_poison_toad.n.01;spadefoot.n.01;leptodactylid_frog.n.01;western_narrow-mouthed_toad.n.01;liopelma_hamiltoni.n.01;barking_frog.n.01;tree_toad.n.01;tongueless_frog.n.01;fire-bellied_toad.n.01;tree_frog.n.02;true_frog.n.01;true_toad.n.01;eastern_narrow-mouthed_toad.n.01;tailed_frog.n.01;crapaud.n.01;midwife_toad.n.01;robber_frog.n.02;sheep_frog.n.01	1	19
new	a	01640850-a	new.a.01					0	0
old	a	01643620-a	old.a.01					0	0
inspire	v	01646682-v	inspire.v.02	01646528-v		occasion.v.01		1	0
shut	a	01652782-a	shut.a.01					0	0
open	a	01652902-a	open.a.02					0	0
manufacture	v	01653442-v	manufacture.v.01	01653873-v	01654156-v;01625891-v	make.v.15	raft.v.03;mass-produce.v.01	1	2
forge	v	01654271-v	forge.v.02	01619354-v		re-create.v.01		1	0
demolish	v	01656458-v	demolish.v.01	01619929-v		destroy.v.01		1	0
shape	v	01659248-v	shape.v.02	01653013-v	01697027-v;01554799-v;01663443-v;01660386-v;01663580-v;01624169-v;01662771-v;01661096-v;01624321-v;01624568-v;01660870-v;01684337-v;01624897-v;01660772-v;01262113-v;01660082-v;01256374-v;01660640-v;01260291-v;01256157-v;01660252-v;01624743-v	create_from_raw_material.v.01	model.v.02;cut_out.v.02;throw.v.12;mound.v.01;handbuild.v.01;machine.v.01;cast.v.07;sinter.v.01;grind.v.07;stamp.v.07;reshape.v.02;sculpt.v.01;beat.v.05;roughcast.v.01;layer.v.01;preform.v.02;swage.v.01;hill.v.01;chip.v.04;carve.v.01;preform.v.01;puddle.v.02	1	22
reptile	n	01661091-n	reptile.n.01	01471682-n	01661592-n;01661818-n;01662060-n;01719403-n	vertebrate.n.01	anapsid.n.01;diapsid.n.01;diapsida.n.01;synapsid.n.01	1	4
raise	v	01661243-v	raise.v.09	01654628-v		construct.v.01		1	0
level	v	01661804-v	level.v.02	01619929-v	01575388-v	destroy.v.01	bulldoze.v.01	1	1
opposed	a	01662756-a	opposed.a.01					0	0
optimistic	a	01663571-a	optimistic.a.01					0	0
bake	v	01663749-v	bake.v.02	01653013-v		create_from_raw_material.v.01		1	0
cook	v	01664172-v	cook.v.02	01653013-v	01679669-v;01665507-v;01666002-v;01664847-v;00542809-v;01665185-v;01665836-v;00212414-v;01664981-v;01666131-v;01664704-v	create_from_raw_material.v.01	lard.v.01;devil.v.02;whip_up.v.01;scallop.v.02;dress.v.06;put_on.v.03;precook.v.01;preserve.v.04;flambe.v.01;concoct.v.02;deglaze.v.01	1	11
oral	a	01665184-a	oral.a.03					0	0
knit	v	01671039-v	knit.v.01	01653013-v	01671755-v;01671333-v	create_from_raw_material.v.01	rib.v.01;purl.v.03	1	2
ordinary	a	01672607-a	ordinary.a.01					0	0
weave	v	01673891-v	weave.v.02	01653013-v	01674938-v;01674243-v;01674375-v;01672384-v;01672168-v;01674717-v	create_from_raw_material.v.01	twill.v.01;brocade.v.01;lace.v.03;loom.v.04;web.v.01;braid.v.01	1	6
commonplace	s	01673946-a	commonplace.s.01					0	0
extraordinary	a	01675190-a	extraordinary.a.01					0	0
organic	a	01679459-a	organic.a.02					0	0
paint	v	01684899-v	paint.v.01	01685313-v	01695773-v;01681048-v;01681212-v;01695567-v;01696435-v;01681635-v;01683422-v;01683271-v;01685960-v	create.v.03	stipple.v.02;finger-paint.v.01;stipple.v.03;shade.v.02;watercolour.v.01;bodypaint.v.01;distemper.v.01;fresco.v.01;charge.v.15	1	9
original	a	01686439-a	original.a.03					0	0
orthodox	a	01689880-a	orthodox.a.02					0	0
draw	v	01690294-v	draw.v.06	01686132-v	01693453-v;01695567-v;01689379-v;01692709-v;01688604-v;01690163-v;01692978-v;01693727-v;01690972-v;01690020-v;01693138-v;01693324-v;01697628-v	represent.v.09	diagram.v.01;shade.v.02;delineate.v.03;crayon.v.01;pencil.v.01;chalk.v.01;check.v.16;cartoon.v.01;project.v.06;rule.v.06;charcoal.v.01;doodle.v.01;sketch.v.01	1	13
outdoor	a	01692222-a	outdoor.a.01					0	0
indoor	a	01692786-a	indoor.a.01					0	0
diagram	v	01693453-v	diagram.v.01	01690294-v	01755291-v	draw.v.06	graph.v.02	1	1
copy	v	01693881-v	copy.v.04	01617192-v	00247702-v;01694850-v;01694984-v;01695257-v;01694376-v;01694620-v;01695459-v;01694263-v	make.v.03	manifold.v.01;hectograph.v.01;clone.v.01;mimeograph.v.01;trace.v.07;back_up.v.04;roneo.v.01;imitate.v.03	1	8
spell	v	01699896-v	spell.v.03		01700149-v;01700326-v		spell_out.v.02;hyphenate.v.01	0	2
overt	a	01704761-a	overt.a.01					0	0
compose	v	01705494-v	compose.v.02	01617192-v	01707306-v;01706756-v;01706129-v;01706488-v;01707925-v;01706014-v;01705841-v	make.v.03	harmonize.v.02;melodize.v.01;arrange.v.06;score.v.04;instrument.v.02;set_to_music.v.01;counterpoint.v.02	1	7
dance	v	01708676-v	dance.v.02	01831531-v	02048586-v;01899158-v;01896995-v;01897306-v;01897779-v;01897489-v;01896119-v;01898032-v;01751545-v;01755389-v;01709931-v;01897583-v;01898181-v;01897406-v;01897885-v;01710190-v;01896213-v;01895612-v;01895383-v;01896881-v;01709781-v;01896295-v;01896484-v;01897677-v;01708542-v;02048682-v;01898769-v;02048511-v;01897097-v;01898893-v;01895263-v;01896767-v;01895757-v;01896657-v;01895519-v;01897203-v;01896007-v;01710048-v	move.v.03	skank.v.01;quickstep.v.01;two-step.v.01;cha-cha.v.01;rhumba.v.01;mambo.v.01;shag.v.01;jig.v.01;heel.v.03;shimmy.v.02;clog.v.02;polka.v.01;jitterbug.v.01;disco.v.01;slam_dance.v.01;belly_dance.v.01;foxtrot.v.01;waltz.v.01;bump.v.03;samba.v.01;hoof.v.02;contradance.v.01;break_dance.v.01;one-step.v.01;jive.v.01;grind.v.04;folk_dance.v.01;kick.v.04;charleston.v.01;square_dance.v.01;bop.v.01;conga.v.01;tapdance.v.01;cakewalk.v.01;twist.v.07;boogie.v.01;tango.v.01;tap_dance.v.01	1	38
